transaction_id_public,day_id_public,month,weekday,hour,service_interval,basket_value_ron,item_lines,distinct_products,total_quantity,item_level_value_ron,multi_product_basket,value_difference_ron
T000001,D0001,2024-05,Monday,12,Lunch (12-15),114.40,4,4,7.00,114.40,1,0.00
T000002,D0001,2024-05,Monday,13,Lunch (12-15),185.80,6,6,9.00,185.80,1,0.00
T000003,D0001,2024-05,Monday,13,Lunch (12-15),83.70,4,4,4.00,83.70,1,0.00
T000004,D0001,2024-05,Monday,14,Lunch (12-15),51.60,3,3,6.00,51.60,1,0.00
T000005,D0001,2024-05,Monday,14,Lunch (12-15),265.05,11,11,26.00,265.05,1,0.00
T000006,D0001,2024-05,Monday,14,Lunch (12-15),19.80,1,1,2.00,19.80,0,0.00
T000007,D0001,2024-05,Monday,15,Lunch (12-15),97.50,5,5,5.00,97.50,1,0.00
T000008,D0001,2024-05,Monday,15,Lunch (12-15),44.30,3,3,3.00,44.30,1,0.00
T000009,D0001,2024-05,Monday,15,Lunch (12-15),52.40,3,3,6.00,52.40,1,0.00
T000010,D0001,2024-05,Monday,15,Lunch (12-15),10.90,1,1,1.00,10.90,0,0.00
T000011,D0001,2024-05,Monday,15,Lunch (12-15),292.30,5,5,11.00,292.30,1,0.00
T000012,D0001,2024-05,Monday,16,Afternoon (16-18),25.80,2,2,2.00,25.80,1,0.00
T000013,D0001,2024-05,Monday,16,Afternoon (16-18),30.70,3,3,4.00,30.70,1,-0.00
T000014,D0001,2024-05,Monday,16,Afternoon (16-18),37.90,2,2,3.00,37.90,1,0.00
T000015,D0001,2024-05,Monday,16,Afternoon (16-18),440.70,13,13,27.00,440.70,1,0.00
T000016,D0001,2024-05,Monday,16,Afternoon (16-18),49.00,1,1,1.00,49.00,0,0.00
T000017,D0001,2024-05,Monday,17,Afternoon (16-18),40.50,2,2,5.00,40.50,1,0.00
T000018,D0001,2024-05,Monday,17,Afternoon (16-18),13.90,1,1,1.00,13.90,0,0.00
T000019,D0001,2024-05,Monday,18,Afternoon (16-18),151.50,10,10,13.00,151.50,1,0.00
T000020,D0001,2024-05,Monday,18,Afternoon (16-18),113.00,7,7,11.00,113.00,1,0.00
T000021,D0001,2024-05,Monday,18,Afternoon (16-18),80.50,4,4,5.00,80.50,1,0.00
T000022,D0001,2024-05,Monday,18,Afternoon (16-18),116.70,4,4,5.00,116.70,1,0.00
T000023,D0001,2024-05,Monday,18,Afternoon (16-18),26.90,2,2,2.00,26.90,1,0.00
T000024,D0001,2024-05,Monday,18,Afternoon (16-18),156.90,3,3,6.00,156.90,1,0.00
T000025,D0001,2024-05,Monday,18,Afternoon (16-18),67.80,3,3,4.00,67.80,1,0.00
T000026,D0001,2024-05,Monday,18,Afternoon (16-18),57.60,3,3,4.00,57.60,1,0.00
T000027,D0001,2024-05,Monday,18,Afternoon (16-18),90.40,7,7,8.00,90.40,1,0.00
T000028,D0001,2024-05,Monday,19,Dinner (19-21),66.50,4,4,5.00,66.50,1,0.00
T000029,D0001,2024-05,Monday,19,Dinner (19-21),468.50,7,7,25.00,468.50,1,0.00
T000030,D0001,2024-05,Monday,19,Dinner (19-21),38.70,2,2,3.00,38.70,1,0.00
T000031,D0001,2024-05,Monday,19,Dinner (19-21),61.90,3,3,4.00,61.90,1,0.00
T000032,D0001,2024-05,Monday,19,Dinner (19-21),63.15,4,4,4.00,63.15,1,0.00
T000033,D0001,2024-05,Monday,19,Dinner (19-21),45.80,1,1,2.00,45.80,0,0.00
T000034,D0001,2024-05,Monday,20,Dinner (19-21),103.20,1,1,8.00,103.20,0,0.00
T000035,D0001,2024-05,Monday,20,Dinner (19-21),21.00,2,2,2.00,21.00,1,0.00
T000036,D0001,2024-05,Monday,20,Dinner (19-21),131.10,8,8,8.00,131.10,1,0.00
T000037,D0001,2024-05,Monday,20,Dinner (19-21),38.80,2,2,2.00,38.80,1,0.00
T000038,D0001,2024-05,Monday,20,Dinner (19-21),7.00,1,1,1.00,7.00,0,0.00
T000039,D0001,2024-05,Monday,21,Dinner (19-21),51.60,1,1,4.00,51.60,0,0.00
T000040,D0001,2024-05,Monday,21,Dinner (19-21),13.90,1,1,1.00,13.90,0,0.00
T000041,D0001,2024-05,Monday,21,Dinner (19-21),158.40,3,3,16.00,158.40,1,0.00
T000042,D0001,2024-05,Monday,21,Dinner (19-21),243.90,4,4,21.00,243.90,1,0.00
T000043,D0001,2024-05,Monday,21,Dinner (19-21),23.80,1,1,2.00,23.80,0,0.00
T000044,D0001,2024-05,Monday,21,Dinner (19-21),1364.50,8,8,63.00,1364.50,1,0.00
T000045,D0001,2024-05,Monday,22,Late evening (22-23),224.10,4,4,19.00,224.10,1,0.00
T000046,D0001,2024-05,Monday,22,Late evening (22-23),214.40,6,6,8.00,214.40,1,0.00
T000047,D0001,2024-05,Monday,22,Late evening (22-23),35.00,1,1,1.00,35.00,0,0.00
T000048,D0001,2024-05,Monday,22,Late evening (22-23),121.00,7,7,11.00,121.00,1,0.00
T000049,D0002,2024-05,Tuesday,10,Early service (00-11),19.80,1,1,2.00,19.80,0,0.00
T000050,D0002,2024-05,Tuesday,11,Early service (00-11),8.00,1,1,1.00,8.00,0,0.00
T000051,D0002,2024-05,Tuesday,11,Early service (00-11),53.70,3,3,3.00,53.70,1,0.00
T000052,D0002,2024-05,Tuesday,11,Early service (00-11),46.60,2,2,4.00,46.60,1,0.00
T000053,D0002,2024-05,Tuesday,12,Lunch (12-15),21.80,1,1,2.00,21.80,0,0.00
T000054,D0002,2024-05,Tuesday,13,Lunch (12-15),110.40,6,6,6.00,110.40,1,0.00
T000055,D0002,2024-05,Tuesday,13,Lunch (12-15),36.80,3,3,3.00,36.80,1,0.00
T000056,D0002,2024-05,Tuesday,13,Lunch (12-15),104.30,4,4,7.00,104.30,1,0.00
T000057,D0002,2024-05,Tuesday,13,Lunch (12-15),149.70,5,5,10.00,149.70,1,0.00
T000058,D0002,2024-05,Tuesday,14,Lunch (12-15),10.90,1,1,1.00,10.90,0,0.00
T000059,D0002,2024-05,Tuesday,14,Lunch (12-15),70.50,5,5,5.00,70.50,1,0.00
T000060,D0002,2024-05,Tuesday,14,Lunch (12-15),72.30,4,4,7.00,72.30,1,0.00
T000061,D0002,2024-05,Tuesday,14,Lunch (12-15),7.90,1,1,1.00,7.90,0,0.00
T000062,D0002,2024-05,Tuesday,14,Lunch (12-15),241.90,5,5,11.00,241.90,1,0.00
T000063,D0002,2024-05,Tuesday,14,Lunch (12-15),138.70,6,6,6.00,138.70,1,0.00
T000064,D0002,2024-05,Tuesday,14,Lunch (12-15),47.80,2,2,2.00,47.80,1,0.00
T000065,D0002,2024-05,Tuesday,15,Lunch (12-15),126.80,4,4,4.00,126.80,1,0.00
T000066,D0002,2024-05,Tuesday,15,Lunch (12-15),56.70,3,3,4.00,56.70,1,0.00
T000067,D0002,2024-05,Tuesday,16,Afternoon (16-18),49.00,1,1,1.00,49.00,0,0.00
T000068,D0002,2024-05,Tuesday,16,Afternoon (16-18),48.70,3,3,3.00,48.70,1,0.00
T000069,D0002,2024-05,Tuesday,16,Afternoon (16-18),10.90,1,1,1.00,10.90,0,0.00
T000070,D0002,2024-05,Tuesday,16,Afternoon (16-18),120.60,9,9,10.00,120.60,1,0.00
T000071,D0002,2024-05,Tuesday,16,Afternoon (16-18),222.10,9,9,21.00,222.10,1,0.00
T000072,D0002,2024-05,Tuesday,16,Afternoon (16-18),149.60,6,6,6.00,149.60,1,0.00
T000073,D0002,2024-05,Tuesday,16,Afternoon (16-18),83.50,5,5,6.00,83.50,1,0.00
T000074,D0002,2024-05,Tuesday,16,Afternoon (16-18),10.90,1,1,1.00,10.90,0,0.00
T000075,D0002,2024-05,Tuesday,16,Afternoon (16-18),33.90,2,2,2.00,33.90,1,0.00
T000076,D0002,2024-05,Tuesday,16,Afternoon (16-18),169.40,7,7,16.00,169.40,1,0.00
T000077,D0002,2024-05,Tuesday,17,Afternoon (16-18),18.00,1,1,1.00,18.00,0,0.00
T000078,D0002,2024-05,Tuesday,17,Afternoon (16-18),51.60,1,1,4.00,51.60,0,0.00
T000079,D0002,2024-05,Tuesday,17,Afternoon (16-18),93.00,5,5,10.00,93.00,1,0.00
T000080,D0002,2024-05,Tuesday,17,Afternoon (16-18),99.50,2,2,5.00,99.50,1,0.00
T000081,D0002,2024-05,Tuesday,17,Afternoon (16-18),188.40,4,4,16.00,188.40,1,0.00
T000082,D0002,2024-05,Tuesday,17,Afternoon (16-18),68.20,5,5,5.00,68.20,1,0.00
T000083,D0002,2024-05,Tuesday,17,Afternoon (16-18),191.80,5,5,6.00,191.80,1,0.00
T000084,D0002,2024-05,Tuesday,18,Afternoon (16-18),182.00,4,4,15.00,182.00,1,0.00
T000085,D0002,2024-05,Tuesday,18,Afternoon (16-18),44.80,3,3,3.00,44.80,1,0.00
T000086,D0002,2024-05,Tuesday,18,Afternoon (16-18),89.10,6,6,10.00,89.10,1,0.00
T000087,D0002,2024-05,Tuesday,18,Afternoon (16-18),233.40,2,2,16.00,233.40,1,0.00
T000088,D0002,2024-05,Tuesday,18,Afternoon (16-18),935.20,5,5,32.00,935.20,1,0.00
T000089,D0002,2024-05,Tuesday,18,Afternoon (16-18),101.20,6,6,8.00,101.20,1,0.00
T000090,D0002,2024-05,Tuesday,18,Afternoon (16-18),277.30,6,6,29.00,277.30,1,0.00
T000091,D0002,2024-05,Tuesday,18,Afternoon (16-18),125.30,8,8,10.00,125.30,1,0.00
T000092,D0002,2024-05,Tuesday,19,Dinner (19-21),105.80,5,5,5.00,105.80,1,0.00
T000093,D0002,2024-05,Tuesday,19,Dinner (19-21),111.50,7,7,7.00,111.50,1,0.00
T000094,D0002,2024-05,Tuesday,19,Dinner (19-21),45.70,3,3,3.00,45.70,1,0.00
T000095,D0002,2024-05,Tuesday,19,Dinner (19-21),28.80,2,2,2.00,28.80,1,0.00
T000096,D0002,2024-05,Tuesday,19,Dinner (19-21),23.80,2,2,2.00,23.80,1,0.00
T000097,D0002,2024-05,Tuesday,19,Dinner (19-21),11.90,1,1,1.00,11.90,0,0.00
T000098,D0002,2024-05,Tuesday,19,Dinner (19-21),49.70,3,3,4.00,49.70,1,0.00
T000099,D0002,2024-05,Tuesday,19,Dinner (19-21),56.00,1,1,4.00,56.00,0,0.00
T000100,D0002,2024-05,Tuesday,19,Dinner (19-21),56.90,3,3,4.00,56.90,1,0.00
T000101,D0002,2024-05,Tuesday,19,Dinner (19-21),60.60,4,4,4.00,60.60,1,0.00
T000102,D0002,2024-05,Tuesday,19,Dinner (19-21),34.70,2,2,3.00,34.70,1,0.00
T000103,D0002,2024-05,Tuesday,20,Dinner (19-21),707.30,14,14,48.00,707.30,1,0.00
T000104,D0002,2024-05,Tuesday,20,Dinner (19-21),80.10,6,6,9.00,80.10,1,-0.00
T000105,D0002,2024-05,Tuesday,20,Dinner (19-21),120.60,2,2,14.00,120.60,1,0.00
T000106,D0002,2024-05,Tuesday,20,Dinner (19-21),7.00,1,1,1.00,7.00,0,0.00
T000107,D0002,2024-05,Tuesday,20,Dinner (19-21),191.20,6,6,9.00,191.20,1,0.00
T000108,D0002,2024-05,Tuesday,20,Dinner (19-21),252.20,13,13,18.00,252.20,1,0.00
T000109,D0002,2024-05,Tuesday,20,Dinner (19-21),118.80,6,6,6.00,118.80,1,0.00
T000110,D0002,2024-05,Tuesday,20,Dinner (19-21),206.00,9,9,13.00,206.00,1,0.00
T000111,D0002,2024-05,Tuesday,20,Dinner (19-21),293.90,10,10,13.00,293.90,1,0.00
T000112,D0002,2024-05,Tuesday,20,Dinner (19-21),19.90,1,1,1.00,19.90,0,0.00
T000113,D0002,2024-05,Tuesday,20,Dinner (19-21),93.30,4,4,4.00,93.30,1,0.00
T000114,D0002,2024-05,Tuesday,20,Dinner (19-21),131.00,4,4,10.00,131.00,1,0.00
T000115,D0002,2024-05,Tuesday,20,Dinner (19-21),152.10,3,3,19.00,152.10,1,0.00
T000116,D0002,2024-05,Tuesday,20,Dinner (19-21),291.10,9,9,29.00,291.10,1,0.00
T000117,D0002,2024-05,Tuesday,21,Dinner (19-21),94.50,2,2,5.00,94.50,1,0.00
T000118,D0002,2024-05,Tuesday,21,Dinner (19-21),271.70,14,14,19.00,271.70,1,0.00
T000119,D0002,2024-05,Tuesday,21,Dinner (19-21),108.30,3,3,7.00,108.30,1,0.00
T000120,D0002,2024-05,Tuesday,21,Dinner (19-21),308.20,8,8,28.00,308.20,1,0.00
T000121,D0002,2024-05,Tuesday,21,Dinner (19-21),74.20,4,4,5.00,74.20,1,0.00
T000122,D0002,2024-05,Tuesday,21,Dinner (19-21),73.30,3,3,7.00,73.30,1,0.00
T000123,D0002,2024-05,Tuesday,21,Dinner (19-21),250.60,6,6,19.00,250.60,1,0.00
T000124,D0002,2024-05,Tuesday,21,Dinner (19-21),58.80,3,3,3.00,58.80,1,0.00
T000125,D0002,2024-05,Tuesday,22,Late evening (22-23),0.10,1,1,1.00,0.10,0,0.00
T000126,D0002,2024-05,Tuesday,22,Late evening (22-23),66.90,2,2,4.00,66.90,1,0.00
T000127,D0002,2024-05,Tuesday,22,Late evening (22-23),414.60,4,4,34.00,414.60,1,0.00
T000128,D0002,2024-05,Tuesday,22,Late evening (22-23),406.30,9,9,37.00,406.30,1,0.00
T000129,D0003,2024-05,Wednesday,12,Lunch (12-15),27.90,2,2,2.00,27.90,1,0.00
T000130,D0003,2024-05,Wednesday,12,Lunch (12-15),14.90,1,1,1.00,14.90,0,0.00
T000131,D0003,2024-05,Wednesday,12,Lunch (12-15),10.90,1,1,1.00,10.90,0,0.00
T000132,D0003,2024-05,Wednesday,13,Lunch (12-15),9.90,1,1,1.00,9.90,0,0.00
T000133,D0003,2024-05,Wednesday,13,Lunch (12-15),231.00,7,7,18.00,231.00,1,0.00
T000134,D0003,2024-05,Wednesday,13,Lunch (12-15),35.60,4,4,5.00,35.60,1,0.00
T000135,D0003,2024-05,Wednesday,14,Lunch (12-15),45.00,1,1,1.00,45.00,0,0.00
T000136,D0003,2024-05,Wednesday,15,Lunch (12-15),77.80,2,2,3.00,77.80,1,0.00
T000137,D0003,2024-05,Wednesday,15,Lunch (12-15),71.40,4,4,6.00,71.40,1,0.00
T000138,D0003,2024-05,Wednesday,15,Lunch (12-15),21.00,2,2,2.00,21.00,1,0.00
T000139,D0003,2024-05,Wednesday,15,Lunch (12-15),7.00,1,1,1.00,7.00,0,0.00
T000140,D0003,2024-05,Wednesday,15,Lunch (12-15),59.40,5,5,7.00,59.40,1,0.00
T000141,D0003,2024-05,Wednesday,16,Afternoon (16-18),80.00,2,2,2.00,80.00,1,0.00
T000142,D0003,2024-05,Wednesday,17,Afternoon (16-18),203.70,3,3,6.00,203.70,1,0.00
T000143,D0003,2024-05,Wednesday,17,Afternoon (16-18),251.30,10,10,12.00,251.30,1,0.00
T000144,D0003,2024-05,Wednesday,18,Afternoon (16-18),73.80,2,2,4.00,73.80,1,0.00
T000145,D0003,2024-05,Wednesday,18,Afternoon (16-18),167.00,9,9,10.00,167.00,1,0.00
T000146,D0003,2024-05,Wednesday,19,Dinner (19-21),207.00,12,12,14.00,207.00,1,0.00
T000147,D0003,2024-05,Wednesday,19,Dinner (19-21),66.80,3,3,3.00,66.80,1,0.00
T000148,D0003,2024-05,Wednesday,19,Dinner (19-21),155.60,6,6,6.00,155.60,1,0.00
T000149,D0003,2024-05,Wednesday,19,Dinner (19-21),94.00,2,2,2.00,94.00,1,0.00
T000150,D0003,2024-05,Wednesday,19,Dinner (19-21),93.80,4,4,4.00,93.80,1,0.00
T000151,D0003,2024-05,Wednesday,19,Dinner (19-21),51.60,2,2,4.00,51.60,1,0.00
T000152,D0003,2024-05,Wednesday,21,Dinner (19-21),460.90,6,6,51.00,460.90,1,0.00
T000153,D0003,2024-05,Wednesday,21,Dinner (19-21),553.90,24,24,30.00,553.90,1,0.00
T000154,D0003,2024-05,Wednesday,21,Dinner (19-21),34.70,3,3,3.00,34.70,1,0.00
T000155,D0004,2024-05,Thursday,11,Early service (00-11),8.00,1,1,1.00,8.00,0,0.00
T000156,D0004,2024-05,Thursday,13,Lunch (12-15),113.80,6,6,12.00,113.80,1,0.00
T000157,D0004,2024-05,Thursday,13,Lunch (12-15),121.90,9,9,15.00,121.90,1,0.00
T000158,D0004,2024-05,Thursday,13,Lunch (12-15),68.40,5,5,7.00,68.40,1,0.00
T000159,D0004,2024-05,Thursday,14,Lunch (12-15),115.60,6,6,8.00,115.60,1,-0.00
T000160,D0004,2024-05,Thursday,14,Lunch (12-15),291.20,10,10,13.00,291.20,1,0.00
T000161,D0004,2024-05,Thursday,14,Lunch (12-15),14.00,1,1,1.00,14.00,0,0.00
T000162,D0004,2024-05,Thursday,14,Lunch (12-15),400.80,14,14,18.00,400.80,1,0.00
T000163,D0004,2024-05,Thursday,15,Lunch (12-15),22.00,2,2,2.00,22.00,1,0.00
T000164,D0004,2024-05,Thursday,15,Lunch (12-15),47.70,2,2,3.00,47.70,1,0.00
T000165,D0004,2024-05,Thursday,15,Lunch (12-15),202.80,8,8,20.00,202.80,1,0.00
T000166,D0004,2024-05,Thursday,16,Afternoon (16-18),79.10,6,6,8.00,79.10,1,0.00
T000167,D0004,2024-05,Thursday,16,Afternoon (16-18),149.90,8,8,8.00,149.90,1,0.00
T000168,D0004,2024-05,Thursday,17,Afternoon (16-18),41.20,4,4,5.00,41.20,1,0.00
T000169,D0004,2024-05,Thursday,17,Afternoon (16-18),71.60,2,2,4.00,71.60,1,0.00
T000170,D0004,2024-05,Thursday,17,Afternoon (16-18),21.80,2,2,2.00,21.80,1,0.00
T000171,D0004,2024-05,Thursday,18,Afternoon (16-18),135.70,9,9,11.00,135.70,1,0.00
T000172,D0004,2024-05,Thursday,18,Afternoon (16-18),142.00,5,5,12.00,142.00,1,0.00
T000173,D0004,2024-05,Thursday,18,Afternoon (16-18),246.30,6,6,20.00,246.30,1,0.00
T000174,D0004,2024-05,Thursday,18,Afternoon (16-18),27.80,1,1,2.00,27.80,0,0.00
T000175,D0004,2024-05,Thursday,18,Afternoon (16-18),320.55,6,6,12.00,320.55,1,0.00
T000176,D0004,2024-05,Thursday,18,Afternoon (16-18),177.50,5,5,17.00,177.50,1,0.00
T000177,D0004,2024-05,Thursday,18,Afternoon (16-18),80.50,4,4,5.00,80.50,1,0.00
T000178,D0004,2024-05,Thursday,19,Dinner (19-21),40.80,3,3,4.00,40.80,1,0.00
T000179,D0004,2024-05,Thursday,19,Dinner (19-21),179.80,9,9,15.00,179.80,1,0.00
T000180,D0004,2024-05,Thursday,19,Dinner (19-21),152.60,5,5,6.00,152.60,1,0.00
T000181,D0004,2024-05,Thursday,19,Dinner (19-21),84.60,4,4,6.00,84.60,1,0.00
T000182,D0004,2024-05,Thursday,19,Dinner (19-21),71.10,4,4,5.00,71.10,1,0.00
T000183,D0004,2024-05,Thursday,20,Dinner (19-21),53.80,2,2,4.00,53.80,1,0.00
T000184,D0004,2024-05,Thursday,20,Dinner (19-21),56.80,3,3,3.00,56.80,1,0.00
T000185,D0004,2024-05,Thursday,20,Dinner (19-21),324.40,12,12,20.00,324.40,1,0.00
T000186,D0004,2024-05,Thursday,21,Dinner (19-21),39.90,2,2,1.50,39.90,1,0.00
T000187,D0004,2024-05,Thursday,21,Dinner (19-21),61.50,4,4,7.00,61.50,1,0.00
T000188,D0004,2024-05,Thursday,21,Dinner (19-21),173.30,8,8,15.00,173.30,1,0.00
T000189,D0004,2024-05,Thursday,21,Dinner (19-21),249.30,6,6,10.00,249.30,1,0.00
T000190,D0004,2024-05,Thursday,21,Dinner (19-21),252.10,9,9,18.00,252.10,1,0.00
T000191,D0004,2024-05,Thursday,21,Dinner (19-21),134.10,4,4,9.00,134.10,1,0.00
T000192,D0004,2024-05,Thursday,22,Late evening (22-23),53.60,2,2,4.00,53.60,1,0.00
T000193,D0004,2024-05,Thursday,22,Late evening (22-23),66.00,3,3,3.00,66.00,1,0.00
T000194,D0004,2024-05,Thursday,22,Late evening (22-23),360.60,11,11,22.00,360.60,1,0.00
T000195,D0004,2024-05,Thursday,22,Late evening (22-23),54.60,3,3,4.00,54.60,1,0.00
T000196,D0004,2024-05,Thursday,22,Late evening (22-23),10.90,1,1,1.00,10.90,0,0.00
T000197,D0004,2024-05,Thursday,22,Late evening (22-23),120.90,3,3,9.00,120.90,1,0.00
T000198,D0005,2024-05,Friday,11,Early service (00-11),21.80,2,2,2.00,21.80,1,0.00
T000199,D0005,2024-05,Friday,12,Lunch (12-15),45.80,2,2,4.00,45.80,1,0.00
T000200,D0005,2024-05,Friday,12,Lunch (12-15),288.80,7,7,14.00,288.80,1,0.00
T000201,D0005,2024-05,Friday,12,Lunch (12-15),57.70,5,5,5.00,57.70,1,0.00
T000202,D0005,2024-05,Friday,12,Lunch (12-15),51.70,3,3,4.00,51.70,1,0.00
T000203,D0005,2024-05,Friday,13,Lunch (12-15),18.90,1,1,1.00,18.90,0,0.00
T000204,D0005,2024-05,Friday,13,Lunch (12-15),78.80,4,4,10.00,78.80,1,0.00
T000205,D0005,2024-05,Friday,13,Lunch (12-15),102.50,5,5,5.00,102.50,1,0.00
T000206,D0005,2024-05,Friday,13,Lunch (12-15),156.20,9,9,11.00,156.20,1,0.00
T000207,D0005,2024-05,Friday,13,Lunch (12-15),134.40,4,4,8.00,134.40,1,0.00
T000208,D0005,2024-05,Friday,14,Lunch (12-15),121.00,6,6,6.00,121.00,1,0.00
T000209,D0005,2024-05,Friday,14,Lunch (12-15),32.90,2,2,2.00,32.90,1,0.00
T000210,D0005,2024-05,Friday,14,Lunch (12-15),71.80,3,3,4.00,71.80,1,0.00
T000211,D0005,2024-05,Friday,14,Lunch (12-15),25.00,2,2,2.00,25.00,1,0.00
T000212,D0005,2024-05,Friday,14,Lunch (12-15),92.50,4,4,7.00,92.50,1,0.00
T000213,D0005,2024-05,Friday,15,Lunch (12-15),31.90,2,2,3.00,31.90,1,0.00
T000214,D0005,2024-05,Friday,15,Lunch (12-15),20.90,2,2,2.00,20.90,1,0.00
T000215,D0005,2024-05,Friday,15,Lunch (12-15),93.70,5,5,8.00,93.70,1,0.00
T000216,D0005,2024-05,Friday,15,Lunch (12-15),84.60,5,5,6.00,84.60,1,0.00
T000217,D0005,2024-05,Friday,15,Lunch (12-15),535.80,26,26,39.00,535.80,1,0.00
T000218,D0005,2024-05,Friday,16,Afternoon (16-18),26.00,2,2,3.00,26.00,1,0.00
T000219,D0005,2024-05,Friday,16,Afternoon (16-18),85.60,5,5,6.00,85.60,1,0.00
T000220,D0005,2024-05,Friday,16,Afternoon (16-18),13.00,1,1,2.00,13.00,0,0.00
T000221,D0005,2024-05,Friday,16,Afternoon (16-18),11.00,1,1,1.00,11.00,0,0.00
T000222,D0005,2024-05,Friday,16,Afternoon (16-18),1178.00,5,5,62.00,1178.00,1,0.00
T000223,D0005,2024-05,Friday,16,Afternoon (16-18),110.00,1,1,4.00,110.00,0,0.00
T000224,D0005,2024-05,Friday,16,Afternoon (16-18),141.90,8,8,8.00,141.90,1,0.00
T000225,D0005,2024-05,Friday,17,Afternoon (16-18),38.50,2,2,2.00,38.50,1,0.00
T000226,D0005,2024-05,Friday,17,Afternoon (16-18),98.10,7,7,7.00,98.10,1,0.00
T000227,D0005,2024-05,Friday,17,Afternoon (16-18),95.70,4,4,6.00,95.70,1,0.00
T000228,D0005,2024-05,Friday,17,Afternoon (16-18),104.70,5,5,5.00,104.70,1,0.00
T000229,D0005,2024-05,Friday,18,Afternoon (16-18),349.30,12,12,21.00,349.30,1,0.00
T000230,D0005,2024-05,Friday,18,Afternoon (16-18),145.60,5,5,12.00,145.60,1,0.00
T000231,D0005,2024-05,Friday,18,Afternoon (16-18),20.90,2,2,2.00,20.90,1,0.00
T000232,D0005,2024-05,Friday,18,Afternoon (16-18),39.00,2,2,3.00,39.00,1,0.00
T000233,D0005,2024-05,Friday,19,Dinner (19-21),9.90,1,1,1.00,9.90,0,0.00
T000234,D0005,2024-05,Friday,19,Dinner (19-21),63.60,3,3,4.00,63.60,1,0.00
T000235,D0005,2024-05,Friday,19,Dinner (19-21),172.30,6,6,9.00,172.30,1,0.00
T000236,D0005,2024-05,Friday,19,Dinner (19-21),279.80,14,14,16.00,279.80,1,0.00
T000237,D0005,2024-05,Friday,19,Dinner (19-21),45.80,3,3,3.00,45.80,1,0.00
T000238,D0005,2024-05,Friday,19,Dinner (19-21),189.00,11,11,11.00,189.00,1,0.00
T000239,D0005,2024-05,Friday,19,Dinner (19-21),107.10,5,5,9.00,107.10,1,0.00
T000240,D0005,2024-05,Friday,20,Dinner (19-21),77.80,3,3,8.00,77.80,1,0.00
T000241,D0005,2024-05,Friday,20,Dinner (19-21),257.80,12,12,16.00,257.80,1,0.00
T000242,D0005,2024-05,Friday,20,Dinner (19-21),112.80,4,4,4.00,112.80,1,0.00
T000243,D0005,2024-05,Friday,20,Dinner (19-21),95.40,7,7,7.00,95.40,1,0.00
T000244,D0005,2024-05,Friday,20,Dinner (19-21),104.00,1,1,8.00,104.00,0,0.00
T000245,D0005,2024-05,Friday,20,Dinner (19-21),269.90,6,6,22.00,269.90,1,0.00
T000246,D0005,2024-05,Friday,20,Dinner (19-21),117.60,5,5,7.00,117.60,1,0.00
T000247,D0005,2024-05,Friday,20,Dinner (19-21),133.90,4,4,6.00,133.90,1,0.00
T000248,D0005,2024-05,Friday,20,Dinner (19-21),39.00,1,1,6.00,39.00,0,0.00
T000249,D0005,2024-05,Friday,21,Dinner (19-21),38.80,3,3,3.00,38.80,1,0.00
T000250,D0005,2024-05,Friday,21,Dinner (19-21),32.80,2,2,3.00,32.80,1,0.00
T000251,D0005,2024-05,Friday,21,Dinner (19-21),442.20,10,10,19.00,442.20,1,0.00
T000252,D0005,2024-05,Friday,21,Dinner (19-21),13.00,1,1,1.00,13.00,0,0.00
T000253,D0005,2024-05,Friday,21,Dinner (19-21),25.90,2,2,3.00,25.90,1,0.00
T000254,D0005,2024-05,Friday,21,Dinner (19-21),6.50,1,1,1.00,6.50,0,0.00
T000255,D0005,2024-05,Friday,21,Dinner (19-21),13.00,1,1,1.00,13.00,0,0.00
T000256,D0005,2024-05,Friday,21,Dinner (19-21),8.90,1,1,1.00,8.90,0,0.00
T000257,D0005,2024-05,Friday,22,Late evening (22-23),120.10,8,8,8.00,120.10,1,0.00
T000258,D0005,2024-05,Friday,22,Late evening (22-23),55.60,1,1,4.00,55.60,0,0.00
T000259,D0005,2024-05,Friday,22,Late evening (22-23),109.40,3,3,12.00,109.40,1,0.00
T000260,D0005,2024-05,Friday,22,Late evening (22-23),11.90,1,1,1.00,11.90,0,0.00
T000261,D0005,2024-05,Friday,22,Late evening (22-23),22.90,1,1,1.00,22.90,0,0.00
T000262,D0005,2024-05,Friday,22,Late evening (22-23),26.00,1,1,2.00,26.00,0,0.00
T000263,D0005,2024-05,Friday,22,Late evening (22-23),120.20,6,6,12.00,120.20,1,0.00
T000264,D0005,2024-05,Friday,22,Late evening (22-23),17.80,1,1,2.00,17.80,0,0.00
T000265,D0005,2024-05,Friday,22,Late evening (22-23),1082.30,18,18,65.00,1082.30,1,0.00
T000266,D0005,2024-05,Friday,22,Late evening (22-23),332.90,4,4,21.00,332.90,1,0.00
T000267,D0005,2024-05,Friday,22,Late evening (22-23),2701.80,5,5,88.00,2701.80,1,0.00
T000268,D0006,2024-05,Saturday,11,Early service (00-11),14.00,1,1,1.00,14.00,0,0.00
T000269,D0006,2024-05,Saturday,12,Lunch (12-15),72.70,4,4,4.00,72.70,1,0.00
T000270,D0006,2024-05,Saturday,13,Lunch (12-15),66.60,3,3,4.00,66.60,1,0.00
T000271,D0006,2024-05,Saturday,13,Lunch (12-15),142.60,4,4,5.00,142.60,1,0.00
