transaction_id_public,day_id_public,month,weekday,hour,service_interval,basket_value_ron,item_lines,distinct_products,total_quantity,item_level_value_ron,multi_product_basket,value_difference_ron
T011295,D0300,2025-03,Tuesday,21,Dinner (19-21),56.00,1,1,4.00,56.00,0,0.00
T011296,D0300,2025-03,Tuesday,21,Dinner (19-21),82.60,6,6,6.00,82.60,1,0.00
T011297,D0300,2025-03,Tuesday,21,Dinner (19-21),27.80,2,2,3.00,27.80,1,0.00
T011298,D0301,2025-03,Wednesday,12,Lunch (12-15),25.90,2,2,2.00,25.90,1,0.00
T011299,D0301,2025-03,Wednesday,13,Lunch (12-15),59.60,4,4,4.00,59.60,1,0.00
T011300,D0301,2025-03,Wednesday,15,Lunch (12-15),89.10,5,5,5.00,89.10,1,0.00
T011301,D0301,2025-03,Wednesday,16,Afternoon (16-18),11.00,1,1,1.00,11.00,0,0.00
T011302,D0301,2025-03,Wednesday,18,Afternoon (16-18),45.00,1,1,1.00,45.00,0,0.00
T011303,D0301,2025-03,Wednesday,19,Dinner (19-21),56.00,1,1,4.00,56.00,0,0.00
T011304,D0301,2025-03,Wednesday,19,Dinner (19-21),640.00,23,23,40.00,640.00,1,0.00
T011305,D0301,2025-03,Wednesday,20,Dinner (19-21),195.20,3,3,12.00,195.20,1,0.00
T011306,D0301,2025-03,Wednesday,20,Dinner (19-21),69.80,3,3,3.00,69.80,1,0.00
T011307,D0302,2025-03,Thursday,12,Lunch (12-15),32.00,1,1,1.00,32.00,0,0.00
T011308,D0302,2025-03,Thursday,12,Lunch (12-15),78.00,1,1,12.00,78.00,0,0.00
T011309,D0302,2025-03,Thursday,13,Lunch (12-15),62.60,4,4,4.00,62.60,1,0.00
T011310,D0302,2025-03,Thursday,13,Lunch (12-15),9.90,1,1,1.00,9.90,0,0.00
T011311,D0302,2025-03,Thursday,13,Lunch (12-15),214.80,10,10,15.00,214.80,1,0.00
T011312,D0302,2025-03,Thursday,13,Lunch (12-15),23.80,1,1,2.00,23.80,0,0.00
T011313,D0302,2025-03,Thursday,14,Lunch (12-15),128.00,5,5,17.00,128.00,1,0.00
T011314,D0302,2025-03,Thursday,14,Lunch (12-15),151.00,7,7,10.00,151.00,1,0.00
T011315,D0302,2025-03,Thursday,15,Lunch (12-15),9.90,1,1,1.00,9.90,0,0.00
T011316,D0302,2025-03,Thursday,15,Lunch (12-15),32.00,1,1,1.00,32.00,0,0.00
T011317,D0302,2025-03,Thursday,15,Lunch (12-15),32.00,1,1,1.00,32.00,0,0.00
T011318,D0302,2025-03,Thursday,15,Lunch (12-15),142.40,5,5,7.00,142.40,1,0.00
T011319,D0302,2025-03,Thursday,16,Afternoon (16-18),32.00,1,1,1.00,32.00,0,0.00
T011320,D0302,2025-03,Thursday,16,Afternoon (16-18),45.90,3,3,4.00,45.90,1,0.00
T011321,D0302,2025-03,Thursday,17,Afternoon (16-18),11.00,1,1,1.00,11.00,0,0.00
T011322,D0302,2025-03,Thursday,19,Dinner (19-21),28.00,1,1,2.00,28.00,0,0.00
T011323,D0302,2025-03,Thursday,19,Dinner (19-21),280.20,13,13,27.00,280.20,1,0.00
T011324,D0302,2025-03,Thursday,20,Dinner (19-21),115.80,2,2,6.00,115.80,1,0.00
T011325,D0302,2025-03,Thursday,20,Dinner (19-21),22.00,1,1,2.00,22.00,0,0.00
T011326,D0302,2025-03,Thursday,21,Dinner (19-21),121.80,5,5,8.00,121.80,1,0.00
T011327,D0302,2025-03,Thursday,21,Dinner (19-21),488.90,23,23,31.00,488.90,1,0.00
T011328,D0302,2025-03,Thursday,21,Dinner (19-21),19.80,1,1,2.00,19.80,0,0.00
T011329,D0302,2025-03,Thursday,21,Dinner (19-21),44.00,2,2,2.00,44.00,1,0.00
T011330,D0302,2025-03,Thursday,22,Late evening (22-23),28.00,1,1,1.00,28.00,0,0.00
T011331,D0302,2025-03,Thursday,22,Late evening (22-23),471.10,10,10,36.00,471.10,1,0.00
T011332,D0303,2025-03,Friday,12,Lunch (12-15),27.80,2,2,2.00,27.80,1,0.00
T011333,D0303,2025-03,Friday,13,Lunch (12-15),140.20,5,5,8.00,140.20,1,0.00
T011334,D0303,2025-03,Friday,13,Lunch (12-15),48.80,3,3,3.00,48.80,1,0.00
T011335,D0303,2025-03,Friday,13,Lunch (12-15),8.00,1,1,1.00,8.00,0,0.00
T011336,D0303,2025-03,Friday,13,Lunch (12-15),78.60,6,6,6.00,78.60,1,0.00
T011337,D0303,2025-03,Friday,13,Lunch (12-15),54.70,3,3,4.00,54.70,1,0.00
T011338,D0303,2025-03,Friday,14,Lunch (12-15),100.70,4,4,6.00,100.70,1,0.00
T011339,D0303,2025-03,Friday,15,Lunch (12-15),32.00,1,1,1.00,32.00,0,0.00
T011340,D0303,2025-03,Friday,16,Afternoon (16-18),9.90,1,1,1.00,9.90,0,0.00
T011341,D0303,2025-03,Friday,16,Afternoon (16-18),11.90,1,1,1.00,11.90,0,0.00
T011342,D0303,2025-03,Friday,16,Afternoon (16-18),40.90,2,2,3.00,40.90,1,0.00
T011343,D0303,2025-03,Friday,17,Afternoon (16-18),1501.00,5,5,79.00,1501.00,1,0.00
T011344,D0303,2025-03,Friday,17,Afternoon (16-18),350.00,18,18,18.15,350.00,1,0.00
T011345,D0303,2025-03,Friday,17,Afternoon (16-18),13.90,1,1,1.00,13.90,0,0.00
T011346,D0303,2025-03,Friday,17,Afternoon (16-18),59.50,1,1,5.00,59.50,0,0.00
T011347,D0303,2025-03,Friday,17,Afternoon (16-18),56.80,3,3,6.00,56.80,1,0.00
T011348,D0303,2025-03,Friday,18,Afternoon (16-18),23.80,1,1,2.00,23.80,0,0.00
T011349,D0303,2025-03,Friday,18,Afternoon (16-18),56.00,1,1,4.00,56.00,0,0.00
T011350,D0303,2025-03,Friday,18,Afternoon (16-18),19.80,1,1,2.00,19.80,0,0.00
T011351,D0303,2025-03,Friday,19,Dinner (19-21),132.20,5,5,8.00,132.20,1,0.00
T011352,D0303,2025-03,Friday,21,Dinner (19-21),1039.00,2,2,19.00,1039.00,1,0.00
T011353,D0303,2025-03,Friday,22,Late evening (22-23),50.60,3,3,4.00,50.60,1,0.00
T011354,D0303,2025-03,Friday,23,Late evening (22-23),49.00,1,1,1.00,49.00,0,0.00
T011355,D0303,2025-03,Friday,23,Late evening (22-23),166.60,2,2,16.00,166.60,1,0.00
T011356,D0303,2025-03,Friday,23,Late evening (22-23),12.90,1,1,1.00,12.90,0,0.00
T011357,D0303,2025-03,Friday,23,Late evening (22-23),33.70,3,3,3.00,33.70,1,0.00
T011358,D0303,2025-03,Friday,23,Late evening (22-23),409.70,8,8,28.00,409.70,1,0.00
T011359,D0304,2025-03,Saturday,11,Early service (00-11),131.10,5,5,10.00,131.10,1,0.00
T011360,D0304,2025-03,Saturday,11,Early service (00-11),500.00,1,1,20.00,500.00,0,0.00
T011361,D0304,2025-03,Saturday,12,Lunch (12-15),59.60,3,3,4.00,59.60,1,0.00
T011362,D0304,2025-03,Saturday,12,Lunch (12-15),218.40,7,7,12.00,218.40,1,0.00
T011363,D0304,2025-03,Saturday,12,Lunch (12-15),42.00,2,2,3.00,42.00,1,0.00
T011364,D0304,2025-03,Saturday,13,Lunch (12-15),16.00,1,1,2.00,16.00,0,0.00
T011365,D0304,2025-03,Saturday,13,Lunch (12-15),105.50,4,4,6.00,105.50,1,0.00
T011366,D0304,2025-03,Saturday,14,Lunch (12-15),82.50,4,4,6.00,82.50,1,0.00
T011367,D0304,2025-03,Saturday,15,Lunch (12-15),9.90,1,1,1.00,9.90,0,0.00
T011368,D0304,2025-03,Saturday,15,Lunch (12-15),234.50,8,8,8.00,234.50,1,0.00
T011369,D0304,2025-03,Saturday,15,Lunch (12-15),293.90,12,12,28.00,293.90,1,0.00
T011370,D0304,2025-03,Saturday,15,Lunch (12-15),47.70,3,3,3.00,47.70,1,0.00
T011371,D0304,2025-03,Saturday,15,Lunch (12-15),24.90,1,1,1.00,24.90,0,0.00
T011372,D0304,2025-03,Saturday,15,Lunch (12-15),53.60,2,2,4.00,53.60,1,0.00
T011373,D0304,2025-03,Saturday,16,Afternoon (16-18),39.80,2,2,2.00,39.80,1,0.00
T011374,D0304,2025-03,Saturday,17,Afternoon (16-18),55.70,2,2,3.00,55.70,1,0.00
T011375,D0304,2025-03,Saturday,17,Afternoon (16-18),7.00,1,1,1.00,7.00,0,0.00
T011376,D0304,2025-03,Saturday,17,Afternoon (16-18),29.70,1,1,3.00,29.70,0,0.00
T011377,D0304,2025-03,Saturday,17,Afternoon (16-18),124.70,8,8,10.00,124.70,1,0.00
T011378,D0304,2025-03,Saturday,18,Afternoon (16-18),68.90,2,2,2.00,68.90,1,0.00
T011379,D0304,2025-03,Saturday,20,Dinner (19-21),796.10,28,28,53.00,796.10,1,0.00
T011380,D0304,2025-03,Saturday,20,Dinner (19-21),154.60,10,10,13.00,154.60,1,0.00
T011381,D0304,2025-03,Saturday,20,Dinner (19-21),676.70,18,18,39.00,676.70,1,0.00
T011382,D0304,2025-03,Saturday,20,Dinner (19-21),150.90,2,2,2.00,150.90,1,0.00
T011383,D0304,2025-03,Saturday,21,Dinner (19-21),39.00,1,1,6.00,39.00,0,0.00
T011384,D0304,2025-03,Saturday,21,Dinner (19-21),8.90,1,1,1.00,8.90,0,0.00
T011385,D0304,2025-03,Saturday,21,Dinner (19-21),25.80,1,1,2.00,25.80,0,0.00
T011386,D0305,2025-03,Sunday,11,Early service (00-11),0.10,1,1,1.00,0.10,0,0.00
T011387,D0305,2025-03,Sunday,11,Early service (00-11),8.00,1,1,1.00,8.00,0,0.00
T011388,D0305,2025-03,Sunday,12,Lunch (12-15),87.30,5,5,7.00,87.30,1,0.00
T011389,D0305,2025-03,Sunday,13,Lunch (12-15),50.70,3,3,4.00,50.70,1,0.00
T011390,D0305,2025-03,Sunday,14,Lunch (12-15),213.10,10,10,16.00,213.10,1,0.00
T011391,D0305,2025-03,Sunday,14,Lunch (12-15),371.10,16,16,23.00,371.10,1,0.00
T011392,D0305,2025-03,Sunday,15,Lunch (12-15),170.20,8,8,10.00,170.20,1,0.00
T011393,D0305,2025-03,Sunday,16,Afternoon (16-18),456.60,17,17,30.00,456.60,1,0.00
T011394,D0305,2025-03,Sunday,16,Afternoon (16-18),42.40,3,3,6.00,42.40,1,0.00
T011395,D0305,2025-03,Sunday,16,Afternoon (16-18),707.70,26,26,52.00,707.70,1,0.00
T011396,D0305,2025-03,Sunday,17,Afternoon (16-18),169.30,6,6,8.00,169.30,1,0.00
T011397,D0305,2025-03,Sunday,18,Afternoon (16-18),78.00,1,1,12.00,78.00,0,0.00
T011398,D0305,2025-03,Sunday,18,Afternoon (16-18),290.50,16,16,19.00,290.50,1,0.00
T011399,D0305,2025-03,Sunday,18,Afternoon (16-18),74.50,4,4,5.00,74.50,1,0.00
T011400,D0305,2025-03,Sunday,18,Afternoon (16-18),36.70,2,2,3.00,36.70,1,0.00
T011401,D0305,2025-03,Sunday,18,Afternoon (16-18),656.50,16,16,39.00,656.50,1,0.00
T011402,D0305,2025-03,Sunday,19,Dinner (19-21),192.00,5,5,7.00,192.00,1,0.00
T011403,D0305,2025-03,Sunday,19,Dinner (19-21),103.40,4,4,6.00,103.40,1,0.00
T011404,D0305,2025-03,Sunday,19,Dinner (19-21),7.00,1,1,0.50,7.00,0,0.00
T011405,D0305,2025-03,Sunday,19,Dinner (19-21),439.80,16,16,28.00,439.80,1,0.00
T011406,D0305,2025-03,Sunday,20,Dinner (19-21),176.00,1,1,16.00,176.00,0,0.00
T011407,D0305,2025-03,Sunday,20,Dinner (19-21),0.10,1,1,1.00,0.10,0,0.00
T011408,D0305,2025-03,Sunday,21,Dinner (19-21),158.70,12,12,12.00,158.70,1,0.00
T011409,D0305,2025-03,Sunday,22,Late evening (22-23),52.70,2,2,3.00,52.70,1,0.00
T011410,D0306,2025-03,Monday,11,Early service (00-11),11.80,2,2,2.00,11.80,1,0.00
T011411,D0306,2025-03,Monday,12,Lunch (12-15),9.90,1,1,1.00,9.90,0,0.00
T011412,D0306,2025-03,Monday,13,Lunch (12-15),8.00,1,1,1.00,8.00,0,0.00
T011413,D0306,2025-03,Monday,19,Dinner (19-21),189.20,3,3,12.00,189.20,1,0.00
T011414,D0306,2025-03,Monday,21,Dinner (19-21),105.90,2,2,4.00,105.90,1,0.00
T011415,D0306,2025-03,Monday,22,Late evening (22-23),60.60,4,4,4.00,60.60,1,0.00
T011416,D0306,2025-03,Monday,22,Late evening (22-23),37.90,2,2,3.00,37.90,1,0.00
T011417,D0306,2025-03,Monday,23,Late evening (22-23),49.70,3,3,3.00,49.70,1,0.00
T011418,D0306,2025-03,Monday,23,Late evening (22-23),75.50,3,3,5.00,75.50,1,0.00
T011419,D0306,2025-03,Monday,23,Late evening (22-23),22.80,2,2,2.00,22.80,1,0.00
T011420,D0306,2025-03,Monday,23,Late evening (22-23),602.30,21,21,36.00,602.30,1,0.00
T011421,D0306,2025-03,Monday,23,Late evening (22-23),54.40,2,2,6.00,54.40,1,0.00
T011422,D0306,2025-03,Monday,23,Late evening (22-23),22.00,1,1,1.00,22.00,0,0.00
T011423,D0306,2025-03,Monday,23,Late evening (22-23),67.60,4,4,5.00,67.60,1,0.00
T011424,D0307,2025-03,Tuesday,11,Early service (00-11),32.00,1,1,1.00,32.00,0,0.00
T011425,D0307,2025-03,Tuesday,12,Lunch (12-15),95.10,6,6,9.00,95.10,1,0.00
T011426,D0307,2025-03,Tuesday,12,Lunch (12-15),45.00,1,1,3.00,45.00,0,0.00
T011427,D0307,2025-03,Tuesday,13,Lunch (12-15),33.80,2,2,2.00,33.80,1,0.00
T011428,D0307,2025-03,Tuesday,13,Lunch (12-15),54.00,1,1,1.00,54.00,0,0.00
T011429,D0307,2025-03,Tuesday,13,Lunch (12-15),104.40,4,4,12.00,104.40,1,0.00
T011430,D0307,2025-03,Tuesday,15,Lunch (12-15),83.90,2,2,3.00,83.90,1,0.00
T011431,D0307,2025-03,Tuesday,15,Lunch (12-15),108.00,1,1,2.00,108.00,0,0.00
T011432,D0307,2025-03,Tuesday,17,Afternoon (16-18),18.90,1,1,1.00,18.90,0,0.00
T011433,D0307,2025-03,Tuesday,17,Afternoon (16-18),49.90,2,2,3.00,49.90,1,0.00
T011434,D0307,2025-03,Tuesday,18,Afternoon (16-18),29.90,2,2,2.00,29.90,1,0.00
T011435,D0307,2025-03,Tuesday,19,Dinner (19-21),56.00,2,2,2.00,56.00,1,0.00
T011436,D0307,2025-03,Tuesday,19,Dinner (19-21),138.80,9,9,11.00,138.80,1,0.00
T011437,D0307,2025-03,Tuesday,19,Dinner (19-21),228.80,5,5,6.00,228.80,1,0.00
T011438,D0307,2025-03,Tuesday,19,Dinner (19-21),11.90,1,1,1.00,11.90,0,0.00
T011439,D0307,2025-03,Tuesday,20,Dinner (19-21),40.30,3,3,3.00,40.30,1,0.00
T011440,D0307,2025-03,Tuesday,20,Dinner (19-21),94.00,2,2,2.00,94.00,1,0.00
T011441,D0307,2025-03,Tuesday,21,Dinner (19-21),9.90,1,1,1.00,9.90,0,0.00
T011442,D0308,2025-03,Wednesday,12,Lunch (12-15),26.90,1,1,1.00,26.90,0,0.00
T011443,D0308,2025-03,Wednesday,13,Lunch (12-15),62.30,3,3,3.00,62.30,1,0.00
T011444,D0308,2025-03,Wednesday,14,Lunch (12-15),8.00,1,1,1.00,8.00,0,0.00
T011445,D0308,2025-03,Wednesday,14,Lunch (12-15),33.90,2,2,2.00,33.90,1,0.00
T011446,D0308,2025-03,Wednesday,14,Lunch (12-15),295.80,5,5,20.00,295.80,1,0.00
T011447,D0308,2025-03,Wednesday,16,Afternoon (16-18),72.60,5,5,5.00,72.60,1,0.00
T011448,D0308,2025-03,Wednesday,16,Afternoon (16-18),195.00,1,1,10.00,195.00,0,0.00
T011449,D0308,2025-03,Wednesday,17,Afternoon (16-18),66.70,5,5,6.00,66.70,1,0.00
T011450,D0308,2025-03,Wednesday,17,Afternoon (16-18),59.60,1,1,4.00,59.60,0,0.00
T011451,D0308,2025-03,Wednesday,17,Afternoon (16-18),261.00,11,11,13.00,261.00,1,0.00
T011452,D0308,2025-03,Wednesday,17,Afternoon (16-18),148.00,5,5,17.00,148.00,1,0.00
T011453,D0308,2025-03,Wednesday,19,Dinner (19-21),87.00,4,4,6.00,87.00,1,0.00
T011454,D0308,2025-03,Wednesday,21,Dinner (19-21),170.10,10,10,13.00,170.10,1,0.00
T011455,D0308,2025-03,Wednesday,22,Late evening (22-23),43.90,5,5,4.00,43.90,1,0.00
T011456,D0309,2025-03,Thursday,12,Lunch (12-15),32.00,1,1,1.00,32.00,0,0.00
T011457,D0309,2025-03,Thursday,12,Lunch (12-15),76.90,2,2,3.00,76.90,1,0.00
T011458,D0309,2025-03,Thursday,13,Lunch (12-15),10.90,1,1,1.00,10.90,0,0.00
T011459,D0309,2025-03,Thursday,14,Lunch (12-15),83.30,4,4,4.00,83.30,1,0.00
T011460,D0309,2025-03,Thursday,14,Lunch (12-15),86.30,3,3,9.00,86.30,1,0.00
T011461,D0309,2025-03,Thursday,15,Lunch (12-15),25.80,2,2,2.00,25.80,1,0.00
T011462,D0309,2025-03,Thursday,16,Afternoon (16-18),9.90,1,1,1.00,9.90,0,0.00
T011463,D0309,2025-03,Thursday,16,Afternoon (16-18),54.60,4,4,4.00,54.60,1,0.00
T011464,D0309,2025-03,Thursday,17,Afternoon (16-18),21.00,2,2,2.00,21.00,1,0.00
T011465,D0309,2025-03,Thursday,17,Afternoon (16-18),32.00,1,1,1.00,32.00,0,0.00
T011466,D0309,2025-03,Thursday,18,Afternoon (16-18),15.00,1,1,1.00,15.00,0,0.00
T011467,D0309,2025-03,Thursday,18,Afternoon (16-18),101.40,6,6,6.00,101.40,1,0.00
T011468,D0309,2025-03,Thursday,19,Dinner (19-21),7.00,1,1,0.50,7.00,0,0.00
T011469,D0309,2025-03,Thursday,19,Dinner (19-21),39.90,2,2,3.00,39.90,1,0.00
T011470,D0309,2025-03,Thursday,21,Dinner (19-21),67.80,3,3,5.00,67.80,1,0.00
T011471,D0310,2025-03,Friday,12,Lunch (12-15),5940.00,2,2,108.00,5940.00,1,0.00
T011472,D0310,2025-03,Friday,16,Afternoon (16-18),21.00,2,2,1.50,21.00,1,0.00
T011473,D0310,2025-03,Friday,16,Afternoon (16-18),94.80,4,4,7.00,94.80,1,0.00
T011474,D0310,2025-03,Friday,16,Afternoon (16-18),1691.00,5,5,89.00,1691.00,1,0.00
T011475,D0310,2025-03,Friday,16,Afternoon (16-18),8.00,1,1,1.00,8.00,0,0.00
T011476,D0310,2025-03,Friday,19,Dinner (19-21),33.90,2,2,3.00,33.90,1,0.00
T011477,D0310,2025-03,Friday,19,Dinner (19-21),9.90,1,1,1.00,9.90,0,0.00
T011478,D0310,2025-03,Friday,22,Late evening (22-23),95.00,2,2,7.00,95.00,1,0.00
T011479,D0311,2025-03,Saturday,12,Lunch (12-15),149.50,3,3,9.00,149.50,1,0.00
T011480,D0311,2025-03,Saturday,13,Lunch (12-15),205.20,7,7,9.00,205.20,1,0.00
T011481,D0311,2025-03,Saturday,14,Lunch (12-15),1000.00,2,2,50.00,1000.00,1,0.00
T011482,D0311,2025-03,Saturday,14,Lunch (12-15),177.60,3,3,6.00,177.60,1,0.00
T011483,D0311,2025-03,Saturday,14,Lunch (12-15),15.90,1,1,1.00,15.90,0,0.00
T011484,D0311,2025-03,Saturday,16,Afternoon (16-18),50.60,4,4,4.00,50.60,1,0.00
T011485,D0311,2025-03,Saturday,17,Afternoon (16-18),60.90,2,2,2.00,60.90,1,0.00
T011486,D0311,2025-03,Saturday,17,Afternoon (16-18),270.50,9,9,11.00,270.50,1,0.00
T011487,D0311,2025-03,Saturday,19,Dinner (19-21),49.80,1,1,2.00,49.80,0,0.00
T011488,D0311,2025-03,Saturday,19,Dinner (19-21),122.80,6,6,6.00,122.80,1,0.00
T011489,D0311,2025-03,Saturday,20,Dinner (19-21),65.60,2,2,4.00,65.60,1,0.00
T011490,D0311,2025-03,Saturday,20,Dinner (19-21),152.20,9,9,11.00,152.20,1,0.00
T011491,D0311,2025-03,Saturday,20,Dinner (19-21),95.00,7,7,8.00,95.00,1,0.00
T011492,D0311,2025-03,Saturday,21,Dinner (19-21),90.80,6,6,7.00,90.80,1,0.00
T011493,D0311,2025-03,Saturday,21,Dinner (19-21),176.20,7,7,12.00,176.20,1,0.00
T011494,D0311,2025-03,Saturday,21,Dinner (19-21),152.00,11,11,15.00,152.00,1,0.00
T011495,D0311,2025-03,Saturday,22,Late evening (22-23),30.80,2,2,2.00,30.80,1,0.00
T011496,D0312,2025-03,Sunday,12,Lunch (12-15),32.00,2,2,4.00,32.00,1,0.00
T011497,D0312,2025-03,Sunday,12,Lunch (12-15),158.40,8,8,11.00,158.40,1,0.00
T011498,D0312,2025-03,Sunday,12,Lunch (12-15),160.40,5,5,7.00,160.40,1,0.00
T011499,D0312,2025-03,Sunday,13,Lunch (12-15),185.00,3,3,10.00,185.00,1,0.00
T011500,D0312,2025-03,Sunday,13,Lunch (12-15),66.60,3,3,4.00,66.60,1,0.00
T011501,D0312,2025-03,Sunday,13,Lunch (12-15),110.30,7,7,9.00,110.30,1,0.00
T011502,D0312,2025-03,Sunday,14,Lunch (12-15),50.80,2,2,2.00,50.80,1,0.00
T011503,D0312,2025-03,Sunday,15,Lunch (12-15),59.30,3,3,3.00,59.30,1,0.00
T011504,D0312,2025-03,Sunday,15,Lunch (12-15),44.90,2,2,2.00,44.90,1,0.00
T011505,D0312,2025-03,Sunday,15,Lunch (12-15),18.90,1,1,1.00,18.90,0,0.00
T011506,D0312,2025-03,Sunday,15,Lunch (12-15),299.80,16,16,17.00,299.80,1,0.00
T011507,D0312,2025-03,Sunday,17,Afternoon (16-18),90.00,1,1,2.00,90.00,0,0.00
T011508,D0312,2025-03,Sunday,17,Afternoon (16-18),437.80,1,1,22.00,437.80,0,0.00
T011509,D0312,2025-03,Sunday,17,Afternoon (16-18),25.80,2,2,2.00,25.80,1,0.00
T011510,D0312,2025-03,Sunday,18,Afternoon (16-18),98.00,1,1,2.00,98.00,0,0.00
T011511,D0312,2025-03,Sunday,20,Dinner (19-21),109.90,2,2,3.00,109.90,1,0.00
T011512,D0312,2025-03,Sunday,20,Dinner (19-21),23.80,1,1,2.00,23.80,0,0.00
T011513,D0312,2025-03,Sunday,22,Late evening (22-23),11.00,1,1,1.00,11.00,0,0.00
T011514,D0313,2025-03,Monday,11,Early service (00-11),8.00,1,1,1.00,8.00,0,0.00
T011515,D0313,2025-03,Monday,12,Lunch (12-15),8.00,1,1,1.00,8.00,0,0.00
T011516,D0313,2025-03,Monday,13,Lunch (12-15),54.20,4,4,4.00,54.20,1,0.00
T011517,D0313,2025-03,Monday,14,Lunch (12-15),45.50,5,5,6.00,45.50,1,0.00
T011518,D0313,2025-03,Monday,15,Lunch (12-15),94.60,6,6,6.00,94.60,1,0.00
T011519,D0313,2025-03,Monday,16,Afternoon (16-18),216.30,8,8,9.00,216.30,1,0.00
T011520,D0313,2025-03,Monday,17,Afternoon (16-18),52.20,4,4,6.00,52.20,1,0.00
T011521,D0313,2025-03,Monday,17,Afternoon (16-18),22.00,1,1,2.00,22.00,0,0.00
T011522,D0313,2025-03,Monday,17,Afternoon (16-18),35.80,2,2,2.00,35.80,1,0.00
T011523,D0313,2025-03,Monday,17,Afternoon (16-18),114.70,4,4,7.00,114.70,1,0.00
T011524,D0313,2025-03,Monday,17,Afternoon (16-18),12.90,1,1,1.00,12.90,0,0.00
T011525,D0313,2025-03,Monday,19,Dinner (19-21),252.80,10,10,18.00,252.80,1,0.00
T011526,D0313,2025-03,Monday,19,Dinner (19-21),37.80,2,2,2.00,37.80,1,0.00
T011527,D0313,2025-03,Monday,20,Dinner (19-21),45.80,1,1,2.00,45.80,0,0.00
T011528,D0313,2025-03,Monday,22,Late evening (22-23),164.70,7,7,8.00,164.70,1,0.00
T011529,D0313,2025-03,Monday,22,Late evening (22-23),360.30,12,12,27.50,360.30,1,0.00
T011530,D0314,2025-04,Tuesday,11,Early service (00-11),7.90,1,1,1.00,7.90,0,0.00
T011531,D0314,2025-04,Tuesday,12,Lunch (12-15),64.00,1,1,2.00,64.00,0,0.00
T011532,D0314,2025-04,Tuesday,13,Lunch (12-15),32.00,1,1,1.00,32.00,0,0.00
T011533,D0314,2025-04,Tuesday,14,Lunch (12-15),135.00,2,2,3.00,135.00,1,0.00
T011534,D0314,2025-04,Tuesday,15,Lunch (12-15),29.80,1,1,2.00,29.80,0,0.00
T011535,D0314,2025-04,Tuesday,16,Afternoon (16-18),1400.00,2,2,80.00,1400.00,1,0.00
T011536,D0314,2025-04,Tuesday,16,Afternoon (16-18),33.90,2,2,2.00,33.90,1,0.00
T011537,D0314,2025-04,Tuesday,16,Afternoon (16-18),149.10,4,4,6.00,149.10,1,0.00
T011538,D0314,2025-04,Tuesday,16,Afternoon (16-18),162.70,7,7,10.00,162.70,1,0.00
T011539,D0314,2025-04,Tuesday,16,Afternoon (16-18),111.30,5,5,7.00,111.30,1,0.00
T011540,D0314,2025-04,Tuesday,17,Afternoon (16-18),130.10,6,6,6.00,130.10,1,0.00
T011541,D0314,2025-04,Tuesday,18,Afternoon (16-18),23.80,2,2,2.00,23.80,1,0.00
T011542,D0314,2025-04,Tuesday,20,Dinner (19-21),51.30,4,4,6.00,51.30,1,0.00
T011543,D0314,2025-04,Tuesday,21,Dinner (19-21),21.00,2,2,2.00,21.00,1,0.00
T011544,D0314,2025-04,Tuesday,22,Late evening (22-23),44.00,2,2,4.00,44.00,1,0.00
T011545,D0314,2025-04,Tuesday,22,Late evening (22-23),183.90,3,3,17.00,183.90,1,0.00
T011546,D0315,2025-04,Wednesday,11,Early service (00-11),27.80,1,1,2.00,27.80,0,0.00
T011547,D0315,2025-04,Wednesday,12,Lunch (12-15),78.70,6,6,7.00,78.70,1,0.00
T011548,D0315,2025-04,Wednesday,12,Lunch (12-15),25.90,2,2,2.00,25.90,1,0.00
T011549,D0315,2025-04,Wednesday,12,Lunch (12-15),7.00,1,1,1.00,7.00,0,0.00
T011550,D0315,2025-04,Wednesday,12,Lunch (12-15),170.20,8,8,18.00,170.20,1,0.00
T011551,D0315,2025-04,Wednesday,12,Lunch (12-15),8.00,1,1,1.00,8.00,0,0.00
T011552,D0315,2025-04,Wednesday,13,Lunch (12-15),26.90,1,1,1.00,26.90,0,0.00
T011553,D0315,2025-04,Wednesday,14,Lunch (12-15),103.30,8,8,8.00,103.30,1,0.00
T011554,D0315,2025-04,Wednesday,14,Lunch (12-15),291.60,5,5,15.00,291.60,1,0.00
T011555,D0315,2025-04,Wednesday,14,Lunch (12-15),32.00,1,1,1.00,32.00,0,0.00
T011556,D0315,2025-04,Wednesday,17,Afternoon (16-18),9.90,1,1,1.00,9.90,0,0.00
T011557,D0315,2025-04,Wednesday,17,Afternoon (16-18),235.80,13,13,14.00,235.80,1,0.00
T011558,D0315,2025-04,Wednesday,19,Dinner (19-21),28.00,1,1,2.00,28.00,0,0.00
T011559,D0315,2025-04,Wednesday,20,Dinner (19-21),18.90,2,2,2.00,18.90,1,0.00
T011560,D0315,2025-04,Wednesday,22,Late evening (22-23),344.70,4,4,7.00,344.70,1,0.00
T011561,D0315,2025-04,Wednesday,22,Late evening (22-23),48.60,4,4,4.00,48.60,1,0.00
T011562,D0316,2025-04,Thursday,12,Lunch (12-15),23.90,2,2,2.00,23.90,1,0.00
T011563,D0316,2025-04,Thursday,13,Lunch (12-15),52.70,3,3,5.00,52.70,1,0.00
T011564,D0316,2025-04,Thursday,14,Lunch (12-15),32.00,1,1,1.00,32.00,0,0.00
T011565,D0316,2025-04,Thursday,15,Lunch (12-15),28.90,3,3,3.00,28.90,1,0.00
