antecedent_product_id,antecedent_label_en,consequent_product_id,consequent_label_en,pair_count,antecedent_count,consequent_count,support,confidence,lift,chi_square,p_value,q_bh,phi,retained
P0160,Product P0160,P0572,"Medium Capricciosa pizza, 550 g",348,735,1605,0.011169239657219887,0.47346938775510206,9.191206052514463,2743.0837778898613,0.0,0.0,0.2967165145149045,True
P0048,Product P0048,P0072,"French fries, 180 g",348,1234,5580,0.011169239657219887,0.2820097244732577,1.5746553737299802,92.5689209601063,6.5020532882704475e-22,1.3384415353779355e-21,0.05450731425699264,True
P0572,"Medium Capricciosa pizza, 550 g",P0160,Product P0160,348,1605,735,0.011169239657219887,0.21682242990654205,9.191206052514463,2743.0837778898613,0.0,0.0,0.2967165145149045,True
P0166,Product P0166,P0535,"Grilled minced-meat rolls with mustard, 40/20/30 g",345,995,5898,0.01107295310845075,0.34673366834170855,1.8316685155175676,165.9998578524457,5.532190370216087e-38,1.8920437911930256e-37,0.07299213064611672,True
P0027,Product P0027,P0535,"Grilled minced-meat rolls with mustard, 40/20/30 g",345,1375,5898,0.01107295310845075,0.2509090909090909,1.3254619439563486,35.57898191725559,2.449158998910183e-09,3.331711306497518e-09,0.03379239252421602,True
P0537,Product P0537,P0076,"Grilled pork neck, 150 g",345,1610,2088,0.01107295310845075,0.21428571428571427,3.197557471264368,588.9101018066468,4.324913578179859e-130,6.93894222616798e-129,0.1374822670240822,True
P0076,"Grilled pork neck, 150 g",P0537,Product P0537,345,2088,1610,0.01107295310845075,0.16522988505747127,3.197557471264368,588.9101018066468,4.324913578179859e-130,6.93894222616798e-129,0.1374822670240822,True
P0569,Product P0569,P0072,"French fries, 180 g",343,998,5580,0.011008762075937992,0.343687374749499,1.9190443611236814,189.9882678570645,3.198099094689515e-43,1.2424443221836996e-42,0.07808822919958999,True
P0597,"Assorted pickled vegetables, 180 g",P0535,"Grilled minced-meat rolls with mustard, 40/20/30 g",342,971,5898,0.010976666559681613,0.35221421215242016,1.8606202455125394,173.33291011021774,1.3844138936177481e-39,4.9359331958724294e-39,0.07458692401626421,True
P0150,Product P0150,P0072,"French fries, 180 g",342,1131,5580,0.010976666559681613,0.30238726790450926,1.6884372950001425,121.3484220676744,3.2058259701845446e-28,8.133851473189158e-28,0.06240785409833431,True
P0537,Product P0537,P0149,"Beck's draught beer, 0.4 L",340,1610,5044,0.010912475527168855,0.2111801242236025,1.3044685032582837,30.39983118227813,3.515587515815411e-08,4.621091541873028e-08,0.031236169353843383,True
P0029,Product P0029,P0535,"Grilled minced-meat rolls with mustard, 40/20/30 g",337,906,5898,0.010816188978399718,0.3719646799116998,1.9649548206186556,202.8834735657857,4.904732804096698e-46,2.0423906447593503e-45,0.08069479428055636,True
P0567,"Fried Romanian cheese doughnuts, 180 g",P0152,"Stella Artois draught beer, 0.4 L",336,2807,2832,0.010784093462143339,0.11970074812967581,1.316919565493047,30.978930321602004,2.6084477777365924e-08,3.453660831930367e-08,0.031532281264478934,True
P0152,"Stella Artois draught beer, 0.4 L",P0567,"Fried Romanian cheese doughnuts, 180 g",336,2832,2807,0.010784093462143339,0.11864406779661017,1.316919565493047,30.978930321602004,2.6084477777365924e-08,3.453660831930367e-08,0.031532281264478934,True
P0597,"Assorted pickled vegetables, 180 g",P0076,"Grilled pork neck, 150 g",335,971,2088,0.01075199794588696,0.345005149330587,5.1481443667112545,1238.7321920474412,2.332510874556627e-271,8.208933432713807e-270,0.19939345327055907,True
P0076,"Grilled pork neck, 150 g",P0597,"Assorted pickled vegetables, 180 g",335,2088,971,0.01075199794588696,0.16044061302681992,5.1481443667112545,1238.7321920474412,2.332510874556627e-271,8.208933432713807e-270,0.19939345327055907,True
P0082,"Tripe soup, 300/100 g",P0009,"Borsec sparkling mineral water, 750 ml",335,2454,3139,0.01075199794588696,0.13651181744091279,1.3549852488074292,37.60778017263537,8.64987785402454e-10,1.200638261926307e-09,0.034742497318085035,True
P0009,"Borsec sparkling mineral water, 750 ml",P0082,"Tripe soup, 300/100 g",335,3139,2454,0.01075199794588696,0.10672188595093979,1.3549852488074292,37.60778017263537,8.64987785402454e-10,1.200638261926307e-09,0.034742497318085035,True
P0613,Product P0613,P0149,"Beck's draught beer, 0.4 L",334,1844,5044,0.010719902429630581,0.18112798264642083,1.1188351616404706,5.346437750878065,0.02076465245578064,0.022699635099455592,0.013099491583531983,True
P0049,Product P0049,P0535,"Grilled minced-meat rolls with mustard, 40/20/30 g",330,831,5898,0.010591520364605065,0.3971119133574007,2.0977985562015147,240.25666995351872,3.457324479792955e-54,1.839971223148348e-53,0.08781322142022031,True
P0011,Product P0011,P0076,"Grilled pork neck, 150 g",330,1889,2088,0.010591520364605065,0.17469560614081525,2.606796456192232,372.9208614068774,4.327516223029252e-83,3.838471706768223e-82,0.1094033252219844,True
P0076,"Grilled pork neck, 150 g",P0011,Product P0011,330,2088,1889,0.010591520364605065,0.15804597701149425,2.606796456192232,372.9208614068774,4.327516223029252e-83,3.838471706768223e-82,0.1094033252219844,True
P0078,Product P0078,P0084,Product P0084,328,412,661,0.010527329332092307,0.7961165048543689,37.525872831690734,12073.637682029987,0.0,0.0,0.6225027184657296,True
P0084,Product P0084,P0078,Product P0078,328,661,412,0.010527329332092307,0.4962178517397882,37.525872831690734,12073.637682029987,0.0,0.0,0.6225027184657296,True
P0537,Product P0537,P0567,"Fried Romanian cheese doughnuts, 180 g",328,1610,2807,0.010527329332092307,0.20372670807453416,2.2613156549619737,267.42686899386734,4.1278291840570434e-60,2.4609079998941173e-59,0.09264557960952699,True
P0567,"Fried Romanian cheese doughnuts, 180 g",P0537,Product P0537,328,2807,1610,0.010527329332092307,0.11685073031706449,2.2613156549619737,267.42686899386734,4.1278291840570434e-60,2.4609079998941173e-59,0.09264557960952699,True
P0156,Product P0156,P0165,"Honey lemonade, 500 ml",327,1346,3686,0.010495233815835928,0.24294205052005943,2.0535391937204266,209.5107952457038,1.7562931010571859e-47,7.726273279247539e-47,0.0820021776216667,True
P0688,Product P0688,P0149,"Beck's draught beer, 0.4 L",327,1468,5044,0.010495233815835928,0.22275204359673023,1.3759487355954252,42.059265717129804,8.854862401425959e-11,1.2812539628588487e-10,0.03674117372316109,True
P0094,Product P0094,P0535,"Grilled minced-meat rolls with mustard, 40/20/30 g",325,1003,5898,0.01043104278332317,0.3240279162512463,1.7117222425635943,122.58048324687886,1.7228292606831237e-28,4.412222355411474e-28,0.06272387019919125,True
P0089,Product P0089,P0535,"Grilled minced-meat rolls with mustard, 40/20/30 g",325,1128,5898,0.01043104278332317,0.28812056737588654,1.5220367103646146,74.47569554537203,6.138941643096305e-18,1.1448863816441144e-17,0.048891061525411984,True
P0594,Product P0594,P0535,"Grilled minced-meat rolls with mustard, 40/20/30 g",322,850,5898,0.010334756234554033,0.3788235294117647,2.0011876408752713,204.527253294902,2.147522188021875e-46,9.081188787332813e-46,0.08102103296674926,True
P0537,Product P0537,P0165,"Honey lemonade, 500 ml",321,1610,3686,0.010302660718297654,0.19937888198757764,1.6853086885748663,106.98464652235374,4.486316021481613e-25,1.0391870020034903e-24,0.058598015850719415,True
P0613,Product P0613,P0011,Product P0011,320,1844,1889,0.010270565202041275,0.1735357917570499,2.862284099404131,438.7196280698286,2.0563896404510576e-97,2.2213080175565384e-96,0.11866310696550855,True
P0011,Product P0011,P0613,Product P0613,320,1889,1844,0.010270565202041275,0.16940179989412388,2.862284099404131,438.7196280698286,2.0563896404510576e-97,2.2213080175565384e-96,0.11866310696550855,True
P0018,"Hot pepper, 1 pc.",P0058,Product P0058,319,2461,2522,0.010238469685784896,0.12962210483543274,1.6013623792060183,85.10719754131955,2.826199022416811e-20,5.5858390098854e-20,0.052264322842855995,True
P0058,Product P0058,P0018,"Hot pepper, 1 pc.",319,2522,2461,0.010238469685784896,0.12648691514670896,1.6013623792060183,85.10719754131955,2.826199022416811e-20,5.5858390098854e-20,0.052264322842855995,True
P0074,Product P0074,P0070,"Caru' cu Flori potatoes, 180 g",316,805,4003,0.010142183137015759,0.39254658385093166,3.055351964287654,514.6220403701279,6.260367415598186e-114,8.131024821925738e-113,0.1285187148340286,True
P0156,Product P0156,P0072,"French fries, 180 g",316,1346,5580,0.010142183137015759,0.23476968796433878,1.3108815713091224,29.661881926251645,5.143637578448132e-08,6.728667383797257e-08,0.030854714608286423,True
P0613,Product P0613,P0009,"Borsec sparkling mineral water, 750 ml",315,1844,3139,0.01011008762075938,0.17082429501084598,1.695563096416989,106.23889185407688,6.536121985291466e-25,1.5044111995681413e-24,0.058393424977151435,True
P0009,"Borsec sparkling mineral water, 750 ml",P0613,Product P0613,315,3139,1844,0.01011008762075938,0.10035043007327174,1.695563096416989,106.23889185407688,6.536121985291466e-25,1.5044111995681413e-24,0.058393424977151435,True
P0011,Product P0011,P0018,"Hot pepper, 1 pc.",313,1889,2461,0.010045896588246622,0.1656961355214399,2.0977628990010175,207.82696414481626,4.0923439045468814e-47,1.7787837449644013e-46,0.08167198850416121,True
P0612,"Sour cream, 50 g",P0009,"Borsec sparkling mineral water, 750 ml",313,2147,3139,0.010045896588246622,0.14578481602235677,1.4470269234815452,51.62517011906117,6.717484180073306e-13,1.0395425872992874e-12,0.04070548472619701,True
P0018,"Hot pepper, 1 pc.",P0011,Product P0011,313,2461,1889,0.010045896588246622,0.12718407151564404,2.0977628990010175,207.82696414481626,4.0923439045468814e-47,1.7787837449644013e-46,0.08167198850416121,True
P0049,Product P0049,P0072,"French fries, 180 g",312,831,5580,0.010013801071990243,0.37545126353790614,2.0964041250986636,223.90688321507338,1.2712354407151857e-50,6.191597615269052e-50,0.08477267844149163,True
P0056,Product P0056,P0072,"French fries, 180 g",312,937,5580,0.010013801071990243,0.3329775880469584,1.859244213401269,155.60322460703577,1.0336471296811366e-35,3.2544237420621723e-35,0.07066941222990401,True
P0058,Product P0058,P0567,"Fried Romanian cheese doughnuts, 180 g",311,2522,2807,0.009981705555733864,0.12331482950039652,1.3687638556265955,36.94788410675221,1.2132928971774438e-09,1.6755728491399887e-09,0.034436338582768525,True
P0567,"Fried Romanian cheese doughnuts, 180 g",P0058,Product P0058,311,2807,2522,0.009981705555733864,0.1107944424652654,1.3687638556265955,36.94788410675221,1.2132928971774438e-09,1.6755728491399887e-09,0.034436338582768525,True
P0020,Product P0020,P0070,"Caru' cu Flori potatoes, 180 g",309,572,4003,0.009917514523221106,0.5402097902097902,4.204675601690341,882.1919744805837,7.296496175836159e-194,1.8953517447231546e-192,0.16826885290566596,True
P0029,Product P0029,P0072,"French fries, 180 g",309,906,5580,0.009917514523221106,0.34105960264900664,1.9043716917087992,166.50321027995884,4.2948278349078046e-38,1.4734770968189984e-37,0.0731027119351923,True
P0576,Product P0576,P0095,Product P0095,308,1175,3929,0.009885419006964727,0.2621276595744681,2.078674341909316,205.01228436091853,1.6830811564789879e-46,7.200947222425787e-46,0.08111704571459227,True
P0159,Product P0159,P0070,"Caru' cu Flori potatoes, 180 g",307,1626,4003,0.009853323490708348,0.18880688806888068,1.4695618814794194,55.76163080116767,8.18128163199297e-14,1.3087651408364122e-13,0.042304826295129494,True
P0159,Product P0159,P0149,"Beck's draught beer, 0.4 L",307,1626,5044,0.009853323490708348,0.18880688806888068,1.1662680831804353,9.160814967049772,0.0024725243201621917,0.002815787091124166,0.017147043059858043,True
P0094,Product P0094,P0070,"Caru' cu Flori potatoes, 180 g",306,1003,4003,0.009821227974451969,0.3050847457627119,2.3746004056279824,288.67976874119705,9.643284539893523e-65,6.262394900609424e-64,0.09625656450611987,True
P0594,Product P0594,P0076,"Grilled pork neck, 150 g",302,850,2088,0.009692845909426453,0.3552941176470588,5.301675681766959,1161.4682492506433,1.4435688286861148e-254,4.499810263133003e-253,0.19307491570655175,True
P0076,"Grilled pork neck, 150 g",P0594,Product P0594,302,2088,850,0.009692845909426453,0.1446360153256705,5.301675681766959,1161.4682492506433,1.4435688286861148e-254,4.499810263133003e-253,0.19307491570655175,True
P0118,Product P0118,P0072,"French fries, 180 g",301,936,5580,0.009660750393170074,0.3215811965811966,1.7956102763226416,133.26251816169093,7.921327354452552e-31,2.171399031082345e-30,0.06539976542790159,True
P0027,Product P0027,P0072,"French fries, 180 g",301,1375,5580,0.009660750393170074,0.21890909090909091,1.2223208862821764,15.511350049116079,8.201134302461026e-05,9.789318954031706e-05,0.022312435717773846,True
P0082,"Tripe soup, 300/100 g",P0058,Product P0058,300,2454,2522,0.009628654876913695,0.12224938875305623,1.510279224971837,61.08950005314544,5.453823430711612e-15,9.084154752528808e-15,0.04427978141375355,True
P0058,Product P0058,P0082,"Tripe soup, 300/100 g",300,2522,2454,0.009628654876913695,0.11895321173671689,1.510279224971837,61.08950005314544,5.453823430711612e-15,9.084154752528808e-15,0.04427978141375355,True
P0071,Product P0071,P0070,"Caru' cu Flori potatoes, 180 g",299,1212,4003,0.009596559360657316,0.2466996699669967,1.9201652803301814,157.40459201794818,4.175821281704607e-36,1.3399473583352136e-35,0.07107729343426603,True
P0056,Product P0056,P0535,"Grilled minced-meat rolls with mustard, 40/20/30 g",298,937,5898,0.009564463844400937,0.31803628601921025,1.6800706279248105,104.32716761653509,1.715209882296741e-24,3.914840965660553e-24,0.05786565738171889,True
P0089,Product P0089,P0082,"Tripe soup, 300/100 g",298,1128,2454,0.009564463844400937,0.2641843971631206,3.354194483460207,554.5692778758638,1.2764209678783534e-122,1.832335889414847e-121,0.13341359478461384,True
P0082,"Tripe soup, 300/100 g",P0089,Product P0089,298,2454,1128,0.009564463844400937,0.12143439282803586,3.354194483460207,554.5692778758638,1.2764209678783534e-122,1.832335889414847e-121,0.13341359478461384,True
P0156,Product P0156,P0095,Product P0095,296,1346,3929,0.009500272811888179,0.2199108469539376,1.7438946954807417,112.33455268289721,3.01829445070253e-26,7.33398495705225e-26,0.060045278430422726,True
P0537,Product P0537,P0599,Product P0599,296,1610,2260,0.009500272811888179,0.18385093167701863,2.534621008080031,312.6987013883145,5.640775823942174e-70,4.048741068369021e-69,0.10018096752256511,True
P0599,Product P0599,P0537,Product P0537,296,2260,1610,0.009500272811888179,0.13097345132743363,2.534621008080031,312.6987013883145,5.640775823942174e-70,4.048741068369021e-69,0.10018096752256511,True
P0627,"Chicken breast strips, 200 g",P0095,Product P0095,294,1085,3929,0.00943608177937542,0.2709677419354839,2.1487762625308915,214.07219036955223,1.7761059387263256e-48,8.210727030298396e-48,0.08289003236846165,True
P0570,Product P0570,P0076,"Grilled pork neck, 150 g",294,1256,2088,0.00943608177937542,0.2340764331210191,3.492873288674134,584.1984110275596,4.5797999203658126e-129,7.241393787129133e-128,0.13693118563017634,True
P0156,Product P0156,P0535,"Grilled minced-meat rolls with mustard, 40/20/30 g",294,1346,5898,0.00943608177937542,0.21842496285289748,1.1538600487636024,7.776147618819241,0.005294057314473282,0.005979106138809887,0.0157980844507116,True
P0076,"Grilled pork neck, 150 g",P0570,Product P0570,294,2088,1256,0.00943608177937542,0.14080459770114942,3.492873288674134,584.1984110275596,4.5797999203658126e-129,7.241393787129133e-128,0.13693118563017634,True
P0031,Product P0031,P0009,"Borsec sparkling mineral water, 750 ml",293,2093,3139,0.009403986263119042,0.13999044433827043,1.3895133081387356,38.138908810885056,6.588317231042347e-10,9.227027084810272e-10,0.03498696854173446,True
P0140,Product P0140,P0072,"French fries, 180 g",292,931,5580,0.009371890746862663,0.31364124597207305,1.7512760395612685,118.17029207361159,1.5912285074797467e-27,3.945523412864554e-27,0.06158519733076816,True
P0118,Product P0118,P0535,"Grilled minced-meat rolls with mustard, 40/20/30 g",292,936,5898,0.009371890746862663,0.31196581196581197,1.6480025099048494,94.61601301288847,2.311409450699275e-22,4.840206738412493e-22,0.05510671269245633,True
P0613,Product P0613,P0082,"Tripe soup, 300/100 g",291,1844,2454,0.009339795230606284,0.15780911062906725,2.0036098043479416,168.78480295595352,1.3632738075724684e-38,4.751858543327678e-38,0.0736018708125176,True
P0082,"Tripe soup, 300/100 g",P0613,Product P0613,291,2454,1844,0.009339795230606284,0.11858190709046455,2.0036098043479416,168.78480295595352,1.3632738075724684e-38,4.751858543327678e-38,0.0736018708125176,True
P0074,Product P0074,P0535,"Grilled minced-meat rolls with mustard, 40/20/30 g",289,805,5898,0.009275604198093526,0.3590062111801242,1.8964999189113478,155.07911919059924,1.345562388326401e-35,4.20632826837852e-35,0.07055029688815499,True
P0688,Product P0688,P0031,Product P0031,289,1468,2093,0.009275604198093526,0.19686648501362397,2.930611119717861,413.5133834685002,6.300296375365306e-92,6.364466060669952e-91,0.11520384334449751,True
P0031,Product P0031,P0688,Product P0688,289,2093,1468,0.009275604198093526,0.13807931199235546,2.930611119717861,413.5133834685002,6.300296375365306e-92,6.364466060669952e-91,0.11520384334449751,True
P0011,Product P0011,P0612,"Sour cream, 50 g",288,1889,2147,0.009243508681837147,0.1524616199047115,2.2125042810298536,218.7990453609094,1.6532769472505723e-49,7.842283258479889e-49,0.08380016895723581,True
P0612,"Sour cream, 50 g",P0011,Product P0011,288,2147,1889,0.009243508681837147,0.13414066138798322,2.2125042810298536,218.7990453609094,1.6532769472505723e-49,7.842283258479889e-49,0.08380016895723581,True
P0612,"Sour cream, 50 g",P0058,Product P0058,288,2147,2522,0.009243508681837147,0.13414066138798322,1.6571850066873088,87.71283295209587,7.568176841207788e-21,1.526225680916395e-20,0.05305835142470078,True
P0058,Product P0058,P0612,"Sour cream, 50 g",288,2522,2147,0.009243508681837147,0.11419508326724821,1.6571850066873088,87.71283295209587,7.568176841207788e-21,1.526225680916395e-20,0.05305835142470078,True
P0570,Product P0570,P0095,Product P0095,287,1256,3929,0.009211413165580768,0.2285031847133758,1.812031999520145,124.52946864152352,6.451391026289219e-29,1.6718450379291065e-28,0.06322054717559991,True
P0050,Product P0050,P0070,"Caru' cu Flori potatoes, 180 g",287,1560,4003,0.009211413165580768,0.183974358974359,1.4319483144052216,45.16977047842593,1.8067251178987488e-11,2.681819188608891e-11,0.03807554468011228,True
P0011,Product P0011,P0082,"Tripe soup, 300/100 g",287,1889,2454,0.009211413165580768,0.15193223928004235,1.928994612570611,148.37755285789888,3.922839435921801e-34,1.1661628949838378e-33,0.06900908751630053,True
P0082,"Tripe soup, 300/100 g",P0011,Product P0011,287,2454,1889,0.009211413165580768,0.1169519152404238,1.928994612570611,148.37755285789888,3.922839435921801e-34,1.1661628949838378e-33,0.06900908751630053,True
P0576,Product P0576,P0165,"Honey lemonade, 500 ml",286,1175,3686,0.009179317649324389,0.24340425531914894,2.0574461158379607,183.20201905659272,9.689980259554e-42,3.6454374010942804e-41,0.07668091927482562,True
P0599,Product P0599,P0058,Product P0058,286,2260,2522,0.009179317649324389,0.12654867256637167,1.5633929386004923,68.12115596726281,1.5375217261899978e-16,2.7319807870900446e-16,0.04675878172868292,True
P0058,Product P0058,P0599,Product P0599,286,2522,2260,0.009179317649324389,0.1134020618556701,1.5633929386004923,68.12115596726281,1.5375217261899978e-16,2.7319807870900446e-16,0.04675878172868292,True
P0569,Product P0569,P0165,"Honey lemonade, 500 ml",284,998,3686,0.00911512661681163,0.2845691382765531,2.4054044062079667,273.2453134325638,2.226499887660514e-61,1.357045462255654e-60,0.09364800798337476,True
P0020,Product P0020,P0072,"French fries, 180 g",282,572,5580,0.009050935584298873,0.493006993006993,2.752799082637792,390.56385454666895,6.2391534717377835e-87,5.8178772971503604e-86,0.1119613707613329,True
P0071,Product P0071,P0165,"Honey lemonade, 500 ml",282,1212,3686,0.009050935584298873,0.23267326732673269,1.9667392810903446,158.13701237741304,2.8887048401165377e-36,9.324192250198646e-36,0.07124246662977402,True
P0537,Product P0537,P0009,"Borsec sparkling mineral water, 750 ml",282,1610,3139,0.009050935584298873,0.17515527950310558,1.7385514633572032,103.74897837632649,2.2964347258196894e-24,5.2087531930754284e-24,0.05770508662206564,True
P0076,"Grilled pork neck, 150 g",P0007,Product P0007,282,2088,2157,0.009050935584298873,0.13505747126436782,1.950851011675432,150.49883210031777,1.3487394924682838e-34,4.076107441226863e-34,0.06950063102045764,True
P0076,"Grilled pork neck, 150 g",P0058,Product P0058,282,2088,2522,0.009050935584298873,0.13505747126436782,1.6685113529674493,88.08896466149965,6.257576322650622e-21,1.266607749167315e-20,0.05317199260231608,True
P0007,Product P0007,P0076,"Grilled pork neck, 150 g",282,2157,2088,0.009050935584298873,0.13073713490959665,1.950851011675432,150.49883210031777,1.3487394924682838e-34,4.076107441226863e-34,0.06950063102045764,True
P0058,Product P0058,P0076,"Grilled pork neck, 150 g",282,2522,2088,0.009050935584298873,0.11181601903251388,1.6685113529674493,88.08896466149965,6.257576322650622e-21,1.266607749167315e-20,0.05317199260231608,True
P0601,Cornflake-crusted pike-perch with potatoes and sauce,P0165,"Honey lemonade, 500 ml",281,952,3686,0.009018840068042494,0.29516806722689076,2.4949949730299066,294.49238500061057,5.220736027556172e-66,3.4943699423704196e-65,0.0972208060559411,True
P0015,Product P0015,P0095,Product P0095,280,1453,3929,0.008986744551786115,0.19270474879559532,1.5281501293520903,61.346159611623975,4.787241345379495e-15,8.022857615682072e-15,0.04437270177802223,True
P0569,Product P0569,P0535,"Grilled minced-meat rolls with mustard, 40/20/30 g",279,998,5898,0.008954649035529736,0.27955911823647295,1.4768096722437754,54.73283789568055,1.3807974236394623e-13,2.186429592439265e-13,0.041912750905166926,True
P0007,Product P0007,P0599,Product P0599,278,2157,2260,0.008922553519273357,0.12888270746407046,1.7768135028575411,109.3696934312315,1.346729666998738e-25,3.194091449338311e-25,0.05924758875665132,True
P0599,Product P0599,P0007,Product P0007,278,2260,2157,0.008922553519273357,0.12300884955752213,1.7768135028575411,109.3696934312315,1.346729666998738e-25,3.194091449338311e-25,0.05924758875665132,True
P0601,Cornflake-crusted pike-perch with potatoes and sauce,P0535,"Grilled minced-meat rolls with mustard, 40/20/30 g",277,952,5898,0.008890458003016978,0.29096638655462187,1.5370701434185066,66.14002850949181,4.1999906496951436e-16,7.29648057136529e-16,0.04607383596167964,True
P0576,Product P0576,P0072,"French fries, 180 g",276,1175,5580,0.0088583624867606,0.2348936170212766,1.3115735529627088,25.860604352270975,3.6698301657854717e-07,4.699277829661913e-07,0.02880988454312336,True
P0015,Product P0015,P0165,"Honey lemonade, 500 ml",276,1453,3686,0.0088583624867606,0.1899518238128011,1.6056237044317538,75.00546451703924,4.69413029726609e-18,8.769342729995384e-18,0.049064642113480154,True
P0613,Product P0613,P0612,"Sour cream, 50 g",273,1844,2147,0.008762075937991463,0.1480477223427332,2.1484503423533017,191.32205709025618,1.635910985283146e-43,6.420067931452922e-43,0.0783618541992479,True
P0613,Product P0613,P0018,"Hot pepper, 1 pc.",273,1844,2461,0.008762075937991463,0.1480477223427332,1.8743286814435347,128.4978861699589,8.734020419666758e-30,2.3412325007018262e-29,0.06421998127123872,True
P0612,"Sour cream, 50 g",P0613,Product P0613,273,2147,1844,0.008762075937991463,0.12715416860735912,2.1484503423533017,191.32205709025618,1.635910985283146e-43,6.420067931452922e-43,0.0783618541992479,True
P0018,"Hot pepper, 1 pc.",P0613,Product P0613,273,2461,1844,0.008762075937991463,0.11093051605038602,1.8743286814435347,128.4978861699589,8.734020419666758e-30,2.3412325007018262e-29,0.06421998127123872,True
P0605,Product P0605,P0070,"Caru' cu Flori potatoes, 180 g",272,480,4003,0.008729980421735084,0.5666666666666667,4.410600383046049,835.9829783833917,8.108231661909249e-184,1.9230610311180417e-182,0.16380264122644747,True
P0056,Product P0056,P0070,"Caru' cu Flori potatoes, 180 g",272,937,4003,0.008729980421735084,0.2902881536819637,2.2594324267471753,225.8927453091403,4.689221876037069e-51,2.3044779579983974e-50,0.08514777906244878,True
P0094,Product P0094,P0165,"Honey lemonade, 500 ml",272,1003,3686,0.008729980421735084,0.2711864406779661,2.292283215464838,232.2244302559274,1.9509285531139746e-52,9.899828146266728e-52,0.08633286150943606,True
P0627,"Chicken breast strips, 200 g",P0165,"Honey lemonade, 500 ml",272,1085,3686,0.008729980421735084,0.25069124423963135,2.11904153466473,188.88450580238163,5.569587194479635e-43,2.1471447452923257e-42,0.0778610668213482,True
P0018,"Hot pepper, 1 pc.",P0152,"Stella Artois draught beer, 0.4 L",272,2461,2832,0.008729980421735084,0.11052417716375457,1.2159610832948804,12.460062174121397,0.00041574610621074814,0.00048459295072214337,0.019997803080963824,True
P0482,Product P0482,P0072,"French fries, 180 g",271,713,5580,0.008697884905478705,0.3800841514726508,2.122272743267631,200.5048475667811,1.6205541100671503e-45,6.646708774749101e-45,0.08022036271771908,True
P0048,Product P0048,P0070,"Caru' cu Flori potatoes, 180 g",271,1234,4003,0.008697884905478705,0.21961102106969205,1.7093231535019722,95.3028109294035,1.6338099580416228e-22,3.4477498340878347e-22,0.055306355127266185,True
P0015,Product P0015,P0070,"Caru' cu Flori potatoes, 180 g",271,1453,4003,0.008697884905478705,0.18651066758430832,1.4516894503932787,45.83930068603291,1.2836229810130104e-11,1.9131593883677518e-11,0.038356694596245036,True
P0601,Cornflake-crusted pike-perch with potatoes and sauce,P0070,"Caru' cu Flori potatoes, 180 g",267,952,4003,0.00856950284045319,0.2804621848739496,2.182952858885248,202.581785891238,5.7075013862733716e-46,2.3676365066251896e-45,0.08063477539076125,True
P0612,"Sour cream, 50 g",P0007,Product P0007,267,2147,2157,0.00856950284045319,0.12435957149510946,1.7963241395795668,108.76066621077251,1.831134712588071e-25,4.314833631606016e-25,0.05908239780528933,True
P0007,Product P0007,P0612,"Sour cream, 50 g",267,2157,2147,0.00856950284045319,0.12378303198887343,1.7963241395795668,108.76066621077251,1.831134712588071e-25,4.314833631606016e-25,0.05908239780528933,True
P0007,Product P0007,P0018,"Hot pepper, 1 pc.",266,2157,2461,0.00853740732419681,0.12331942512749189,1.561261003127698,62.60770263340713,2.522649295298301e-15,4.286932057897892e-15,0.044826627551546414,True
P0018,"Hot pepper, 1 pc.",P0007,Product P0007,266,2461,2157,0.00853740732419681,0.10808614384396587,1.561261003127698,62.60770263340713,2.522649295298301e-15,4.286932057897892e-15,0.044826627551546414,True
P0118,Product P0118,P0165,"Honey lemonade, 500 ml",265,936,3686,0.008505311807940431,0.2831196581196581,2.393152248517143,251.30473679632954,1.3489572781698065e-56,7.6254528004313925e-56,0.0898095499663128,True
P0159,Product P0159,P0011,Product P0011,265,1626,1889,0.008505311807940431,0.16297662976629768,2.688122209438082,315.5329376103589,1.3612730110328682e-70,1.003478956105986e-69,0.10063395315943963,True
P0011,Product P0011,P0159,Product P0159,265,1889,1626,0.008505311807940431,0.14028586553732134,2.688122209438082,315.5329376103589,1.3612730110328682e-70,1.003478956105986e-69,0.10063395315943963,True
P0007,Product P0007,P0082,"Tripe soup, 300/100 g",265,2157,2454,0.008505311807940431,0.12285581826611033,1.559828333218093,62.09616766489647,3.270873404143244e-15,5.524029232074736e-15,0.04464312442860065,True
P0082,"Tripe soup, 300/100 g",P0007,Product P0007,265,2454,2157,0.008505311807940431,0.10798696006519967,1.559828333218093,62.09616766489647,3.270873404143244e-15,5.524029232074736e-15,0.04464312442860065,True
P0160,Product P0160,P0159,Product P0159,263,735,1626,0.008441120775427673,0.3578231292517007,6.8565161365899385,1421.5963100368492,4.26118592497e-311,1.603087532462804e-309,0.21360446502542046,True
P0159,Product P0159,P0160,Product P0160,263,1626,735,0.008441120775427673,0.16174661746617466,6.8565161365899385,1421.5963100368492,4.26118592497e-311,1.603087532462804e-309,0.21360446502542046,True
P0613,Product P0613,P0007,Product P0007,263,1844,2157,0.008441120775427673,0.14262472885032537,2.060157012883444,163.85089247428374,1.6305538823660475e-37,5.5246406386998695e-37,0.07251812865091445,True
P0007,Product P0007,P0613,Product P0613,263,2157,1844,0.008441120775427673,0.12192860454334724,2.060157012883444,163.85089247428374,1.6305538823660475e-37,5.5246406386998695e-37,0.07251812865091445,True
