antecedent_product_id,antecedent_label_en,consequent_product_id,consequent_label_en,pair_count,antecedent_count,consequent_count,support,antecedent_support,consequent_support,confidence,lift,leverage,conviction,phi,chi_square,p_value,q_value_bh,temporal_presence_ratio,monthly_support_cv,temporal_stability,pair_basket_value_mean,pair_revenue,pair_baskets,pair_basket_value_uplift_pct,pair_revenue_share,context_entropy,context_normalized_entropy,AR_score,DVS_score,CI_score,OC_score,IF_score,TS_score,CDS_baseline,CDS_empirical_4_component,CDS_baseline_reconstructed
P0613,Product P0613,P0159,Product P0159,206,1844,1626,0.006611676348814,0.0591841319767628,0.0521873094328722,0.111713665943601,2.14062896051954,0.0035230157398268,1.06701257717081,0.0671298864054269,140.406579311834,2.16922766382102e-32,6.19535963672444e-32,0.807692307692308,0.418372166920993,0.569450195462908,421.289223300971,86785.58,206,1.87980721589361,0.0190403532584678,1.32897141101642,0.825736364695483,0.0401330343965538,0.578987286833805,0.295891867297295,0.5,0.5,0.699562724038811,40.2958710109412,36.13695858705883,40.29587101094118
P0057,Product P0057,P0072,"French fries, 180 g",232,647,5580,0.0074461597714799,0.0207657990178772,0.179092980710595,0.358578052550232,2.00218931600494,0.0037271509285311,1.27982371441023,0.0681668307187795,144.777755656733,2.4018690906312197e-33,6.98783780767642e-33,0.653846153846154,0.621794998747392,0.403162023776838,445.869956896552,103441.83,232,2.04783376408266,0.0226946571642706,1.32474923077644,0.823112976612375,0.130322082528157,0.572506237002009,0.326145553724179,0.5,0.5,0.471586365056669,40.2953411156536,36.136201593790844,40.295341115653585
P0573,Product P0573,P0009,"Borsec sparkling mineral water, 750 ml",101,458,3139,0.0032416471418942,0.0146997464454216,0.100747825528774,0.220524017467249,2.18887123677193,0.0017606796516937,1.15366245352331,0.0486051778887011,73.6072695862226,9.5313006864914e-18,1.7684777294153302e-17,0.423076923076923,0.818685506732376,0.232627863097157,470.259405940594,47496.2,101,2.21455274824838,0.0104204457288278,1.25069955067999,0.902189019704038,0.0643461831232462,0.767862684291801,0.31108732286118,0.5,0.5,0.237788875796727,40.2438125634918,36.062589376416874,40.243812563491815
P0118,Product P0118,P0159,Product P0159,121,936,1626,0.0038835574670218,0.0300414032159707,0.0521873094328722,0.129273504273504,2.47710613324082,0.0023157774615923,1.08853089370654,0.060998113566671,115.928026487282,4.92862804603024e-27,1.21654597244774e-26,0.461538461538462,0.971823350540229,0.234066840425646,405.312396694215,49042.8,121,1.7705944043512,0.0107597625871071,1.2919453789331,0.931941595643095,0.0396547440244895,0.84136607806223,0.259486078447462,0.5,0.5,0.239761672831419,40.2077547389978,36.01107819856831,40.20775473899782
P0614,Product P0614,P0613,Product P0613,128,845,1844,0.0041082260808165,0.0271207112366402,0.0591841319767628,0.151479289940828,2.55945782900563,0.0025031103276835,1.10877183888373,0.0653047870654512,132.875731912127,9.62519534942657e-31,2.63185166070787e-30,0.692307692307692,0.493718352750011,0.463479404288713,441.74609375,56543.5,128,2.01964426814981,0.0124053813372011,1.36803426537844,0.850007480754219,0.0503199421025712,0.638948797546937,0.293638065252024,0.5,0.5,0.554279780066352,40.2009338986942,36.00133414099166,40.20093389869416
P0074,Product P0074,P0011,Product P0011,133,805,1889,0.0042687036620984,0.0258368905863851,0.0606284302082999,0.165217391304348,2.72508113333487,0.0027022535443822,1.12528885964631,0.071372887086546,158.716531317872,2.1581301802644498e-36,7.07063071071627e-36,0.653846153846154,0.638065817296862,0.399157437352018,555.122180451128,73831.25,133,2.79464931108307,0.0161982334105995,1.32420285242052,0.822773492652355,0.0589912092756217,0.571667545816304,0.396148784229296,0.5,0.5,0.466096190842213,40.1971126948466,35.99587527835222,40.19711269484655
P0083,Product P0083,P0018,"Hot pepper, 1 pc.",221,614,2461,0.0070931090926597,0.0197066469814167,0.0789870655069487,0.359934853420195,4.5568834733901,0.0055365388766162,1.43893623862273,0.14768728340754,679.581954877075,8.23826794482865e-150,1.57683339084352e-148,0.769230769230769,0.594949409519597,0.482291641753367,228.384524886878,50472.98,221,0.56116835273946,0.0110735374379889,1.19907378621558,0.864948902516585,0.176232663185159,0.6758614067119,0.117183572533978,0.5,0.5,0.580070823157474,40.1862610801955,35.98037297170783,40.18626108019548
P0601,Cornflake-crusted pike-perch with potatoes and sauce,P0082,"Tripe soup, 300/100 g",178,952,2454,0.0057130018936354,0.0305549314760728,0.078762396893154,0.186974789915966,2.37390934368858,0.0033064222536738,1.13309844723219,0.0713199064678954,158.480985878468,2.4296529060374897e-36,7.91269050891613e-36,0.769230769230769,0.654091580327951,0.465047267260895,512.683988764045,91257.75,178,2.50455451660353,0.0200215265897047,1.30324499622628,0.809751644445395,0.068015747200337,0.539497220855686,0.372641497739872,0.5,0.5,0.556429275656789,40.1673820724858,35.95340296069398,40.16738207248578
P0148,Product P0148,P0535,"Grilled minced-meat rolls with mustard, 40/20/30 g",174,461,5898,0.0055846198286099,0.0147960329941907,0.189299354880123,0.377440347071584,1.99388078903176,0.0027837403280246,1.30220556585458,0.0588556517551323,107.927466124897,2.7879683604262e-25,6.49930231030978e-25,0.576923076923077,0.734505023592067,0.332615396943792,378.254137931035,65816.22,174,1.5856322345972,0.0144397730468246,1.2089462518166,0.872070381098557,0.128978418259186,0.69345493694977,0.248019943355721,0.5,0.5,0.374868943962929,40.1577554109228,35.93965058703261,40.157755410922825
P0089,Product P0089,P0007,Product P0007,131,1128,2157,0.0042045126295856,0.0362037423371955,0.0692300285650095,0.11613475177305,1.67751991701108,0.0016981265134213,1.05306773097158,0.0358123033968478,39.9595091209344,2.59282246279173e-10,3.6832933683669e-10,0.538461538461538,0.817988203427141,0.296185386377353,315.519694656489,41333.08,131,1.15679833039349,0.0090682858196086,1.32040522683388,0.952471036358552,0.0211419522893876,0.892083823237834,0.182019337345668,0.5,0.5,0.324924434486352,40.1541466023213,35.9344951461733,40.154146602321305
P0482,Product P0482,P0076,"Grilled pork neck, 150 g",109,713,2088,0.0034984112719453,0.0228841030907982,0.0670154379433193,0.152875175315568,2.28119340867201,0.0019648230813754,1.10135429262651,0.052548316279964,86.0346199700188,1.76812956813524e-20,3.51371467911757e-20,0.5,0.65616173950506,0.301902880662745,453.434862385321,49424.4,109,2.09954519701089,0.0108434838551268,1.24054769152312,0.894866001273329,0.0427579659164166,0.749771252195196,0.298670115206967,0.5,0.5,0.332762956712367,40.1516162334953,35.930880333564666,40.15161623349526
P0156,Product P0156,P0009,"Borsec sparkling mineral water, 750 ml",164,1346,3139,0.0052636646660461,0.0432005648810861,0.100747825528774,0.12184249628529,1.2093809037148,0.000911301692662,1.0240215117075,0.0148918420073467,6.90959312198944,0.0085734498277678,0.0096033200842861,0.576923076923077,0.704555701344404,0.338459503827332,519.829268292683,85252.0,164,2.55339751188578,0.0187038929277295,1.39145842789713,0.864561731239884,0.0150764906233254,0.674904904563438,0.374688875187743,0.5,0.5,0.382881048463826,40.1222158921284,35.88887984589769,40.12221589212838
P0570,Product P0570,P0165,"Honey lemonade, 500 ml",259,1256,3686,0.0083127387104021,0.040311968418012,0.118304072921013,0.206210191082803,1.74305233954609,0.003543668659088,1.11074231134524,0.0557842758958345,96.957014567544,7.08488830623048e-23,1.5156104200191099e-22,0.615384615384615,0.621941873319561,0.379412249913206,453.612548262548,117485.65,259,2.100759804561,0.0257758060590332,1.35790258156342,0.843712311654033,0.0715231769915803,0.62339665529982,0.34114683390807,0.5,0.5,0.439026099842486,40.1115943224143,35.87370617487752,40.11159432241426
P0567,"Fried Romanian cheese doughnuts, 180 g",P0094,Product P0094,360,2807,1003,0.0115543858522964,0.0900921141316558,0.0321918028051481,0.12825080156751,3.98395834939073,0.0086541582798712,1.11019109502491,0.171244027249991,913.663972081064,1.05065970870166e-200,2.86567435548377e-199,0.807692307692308,0.519674652894021,0.531490280603262,392.533972222222,141312.23,360,1.68324491386611,0.031003247071021,1.28753705541349,0.799991752068416,0.108859976807868,0.515385519939048,0.306534166950188,0.5,0.5,0.64752075924223,40.0908008663644,35.8440012376634,40.090800866364376
P0057,Product P0057,P0009,"Borsec sparkling mineral water, 750 ml",101,647,3139,0.0032416471418942,0.0207657990178772,0.100747825528774,0.156105100463679,1.54946371938414,0.0011495380454756,1.06559735692836,0.0267822556019318,22.3485800757183,2.27381108950549e-06,2.8286521079253e-06,0.538461538461538,0.70508729415899,0.315797050571025,530.370297029703,53567.4,101,2.62545283383766,0.0117524388168824,1.20393826721652,0.868457883824864,0.0289237964936851,0.684530304334876,0.363512717638649,0.5,0.5,0.35181146891051,40.0574510584493,35.79635865492757,40.0574510584493
P0097,Product P0097,P0009,"Borsec sparkling mineral water, 750 ml",104,697,3139,0.0033379336906634,0.0223705748306962,0.100747825528774,0.149210903873745,1.48103349219314,0.001084146920642,1.05696250523852,0.0243558812154237,18.4826112482902,1.71461556196632e-05,2.09713629832428e-05,0.615384615384615,0.743642129894541,0.352930572640978,592.421346153846,61611.82,104,3.04961525988153,0.0135173472101832,1.34741326501789,0.837194932844646,0.0253426028243339,0.607295546543433,0.418735638259914,0.5,0.5,0.402720472670999,40.0546804792636,35.792400684662304,40.05468047926361
P0090,Product P0090,P0567,"Fried Romanian cheese doughnuts, 180 g",112,471,2807,0.0035946978207144,0.0151169881567545,0.0900921141316558,0.237791932059448,2.63943114612619,0.0022327763983692,1.19377886976042,0.0639113762352415,127.265876630689,1.62480846236011e-29,4.30258745736621e-29,0.384615384615385,1.3445091139405,0.164049430359837,334.355892857143,37447.86,112,1.28555695154505,0.0082158865928377,1.32696872529846,0.957205599701421,0.0800694387180355,0.903780507062279,0.194847393908255,0.5,0.5,0.143769792890029,40.0116447226717,35.73092103238811,40.011644722671676
